Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5785,0.6246,0.5785,0.5961,,,0.3441,0.3483
DecisionTree,CTGAN,0.4282,0.5034,0.4282,0.4523,,,0.1407,0.1461
DecisionTree,GaussianCopula,0.3853,0.3852,0.3853,0.3852,,,0.0016,0.0016
DecisionTree,Original,0.6915,0.6935,0.6915,0.6925,,,0.4994,0.4995
DecisionTree,TVAE,0.5989,0.6257,0.5989,0.6053,,,0.3682,0.3732
KNN,Anonymous,0.6689,0.6544,0.6689,0.6605,,,0.4515,0.4526
KNN,CTGAN,0.3932,0.4502,0.3932,0.4118,,,0.0819,0.0847
KNN,GaussianCopula,0.3672,0.3743,0.3672,0.3621,,,-0.0151,-0.0156
KNN,Original,0.5774,0.5653,0.5774,0.5703,,,0.3,0.3007
KNN,TVAE,0.5322,0.5021,0.5322,0.512,,,0.2047,0.2076
LogisticRegression,Anonymous,0.7469,0.7427,0.7469,0.7439,,,0.5838,0.5848
LogisticRegression,CTGAN,0.5944,0.6029,0.5944,0.5945,,,0.3293,0.3317
LogisticRegression,GaussianCopula,0.5864,0.5722,0.5864,0.5237,,,0.2419,0.29
LogisticRegression,Original,0.7492,0.7199,0.7492,0.7239,,,0.5716,0.5815
LogisticRegression,TVAE,0.6791,0.6556,0.6791,0.6639,,,0.4655,0.4682
RandomForest,Anonymous,0.7571,0.7372,0.7571,0.7388,,,0.5907,0.5967
RandomForest,CTGAN,0.5706,0.5902,0.5706,0.5791,,,0.3177,0.3187
RandomForest,GaussianCopula,0.5367,0.477,0.5367,0.4801,,,0.1777,0.1954
RandomForest,Original,0.7751,0.7612,0.7751,0.7598,,,0.6184,0.6265
RandomForest,TVAE,0.6802,0.6738,0.6802,0.6697,,,0.4769,0.4829
SVM,Anonymous,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,CTGAN,0.4881,0.3693,0.4881,0.3799,,,0.014,0.0214
SVM,GaussianCopula,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,Original,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,TVAE,0.5006,0.3752,0.5006,0.3634,,,0.0189,0.0407
