Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5972,0.6073,0.5972,0.6019,0.5382,14.5176,0.0745,0.0746
DecisionTree,Original,0.7431,0.7606,0.7431,0.7489,0.7259,9.2612,0.4273,0.4316
KNN,CTGAN,0.6667,0.5952,0.6667,0.6022,0.5006,3.2494,0.0292,0.0368
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
LogisticRegression,CTGAN,0.6944,0.4823,0.6944,0.5692,0.3143,0.6712,0.0,0.0
LogisticRegression,Original,0.8403,0.8431,0.8403,0.8294,0.788,0.4495,0.5839,0.6067
RandomForest,CTGAN,0.6875,0.4808,0.6875,0.5658,0.5138,0.6276,-0.0138,-0.0555
RandomForest,Original,0.8194,0.8143,0.8194,0.8139,0.7966,0.4752,0.5517,0.557
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
