Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
KNN,Anonymous,0.6542,0.5966,0.6542,0.6069,,,0.0421,0.0478
KNN,CTGAN,0.575,0.6026,0.575,0.5859,,,0.0665,0.0674
KNN,GaussianCopula,0.6583,0.5972,0.6583,0.606,,,0.0409,0.0477
KNN,Original,0.6625,0.6241,0.6625,0.6322,,,0.1048,0.1116
KNN,TVAE,0.6875,0.5814,0.6875,0.571,,,0.002,0.0061
LogisticRegression,Anonymous,0.6542,0.5882,0.6542,0.5993,,,0.0249,0.0293
LogisticRegression,CTGAN,0.6542,0.5569,0.6542,0.5765,,,-0.0211,-0.0287
LogisticRegression,GaussianCopula,0.7125,0.7166,0.7125,0.6289,,,0.1178,0.1988
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,,,0.343,0.343
LogisticRegression,TVAE,0.5083,0.5629,0.5083,0.5262,,,-0.0225,-0.0236
RandomForest,Anonymous,0.5583,0.5648,0.5583,0.5615,,,-0.0202,-0.0202
RandomForest,CTGAN,0.6333,0.6195,0.6333,0.6254,,,0.1069,0.1075
RandomForest,GaussianCopula,0.7,0.6659,0.7,0.6207,,,0.0928,0.1418
RandomForest,Original,0.7958,0.7897,0.7958,0.7837,,,0.4762,0.4913
RandomForest,TVAE,0.3917,0.5372,0.3917,0.3855,,,-0.0434,-0.0607
