Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6992,0.6853,0.6992,0.6899,N/A,N/A,0.2577,0.2603
DecisionTree,Original,0.6341,0.6836,0.6341,0.6473,N/A,N/A,0.2375,0.248
KNN,Anonymous,0.6341,0.584,0.6341,0.5981,N/A,N/A,0.0223,0.024
KNN,Original,0.6504,0.6226,0.6504,0.6314,N/A,N/A,0.11,0.113
LogisticRegression,Anonymous,0.6748,0.474,0.6748,0.5569,N/A,N/A,-0.0319,-0.086
LogisticRegression,Original,0.8618,0.876,0.8618,0.8504,N/A,N/A,0.6367,0.6721
RandomForest,Anonymous,0.6423,0.6045,0.6423,0.6155,N/A,N/A,0.0672,0.0704
RandomForest,Original,0.8374,0.8385,0.8374,0.8275,N/A,N/A,0.5828,0.6019
SVM,Anonymous,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,Original,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
