Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.4232,0.424,0.4232,0.4231,0.5305,20.7902,0.0638,0.0639
DecisionTree,Original,0.677,0.6968,0.677,0.6848,0.7372,11.6436,0.4858,0.4875
DecisionTree,TVAE,0.5708,0.5972,0.5708,0.5757,0.6583,15.4705,0.3216,0.3275
KNN,CTGAN,0.4398,0.4115,0.4398,0.418,0.5246,5.893,0.0406,0.0417
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE,0.567,0.5229,0.567,0.5309,0.6513,7.7479,0.251,0.2587
LogisticRegression,CTGAN,0.506,0.4334,0.506,0.3686,0.6335,1.0054,0.0322,0.0709
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE,0.6529,0.6334,0.6529,0.6277,0.7832,1.3607,0.4249,0.4362
RandomForest,CTGAN,0.5068,0.4428,0.5068,0.3843,0.6118,1.0077,0.042,0.0768
RandomForest,Original,0.7718,0.7559,0.7718,0.7555,0.8874,0.6026,0.6125,0.6208
RandomForest,TVAE,0.689,0.6799,0.689,0.677,0.8295,1.0086,0.489,0.4949
