Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6837,0.6828,0.6837,0.6833,0.7304,10.9341,0.4855,0.4855
DecisionTree,CTGAN_HYBRID,0.4413,0.4445,0.4413,0.4204,0.5247,20.1388,0.0667,0.0702
DecisionTree,GaussianCopula_HYBRID,0.4066,0.4195,0.4066,0.4119,0.5259,21.3873,0.0537,0.0539
DecisionTree,Original,0.6694,0.688,0.6694,0.6773,0.7268,11.915,0.4724,0.4737
DecisionTree,TVAE_HYBRID,0.5497,0.5347,0.5497,0.5318,0.6171,15.2343,0.2587,0.2651
KNN,Anonymous,0.6965,0.6837,0.6965,0.6883,0.804,3.4723,0.4955,0.4972
KNN,CTGAN_HYBRID,0.4526,0.4078,0.4526,0.3877,0.5546,7.4988,0.0256,0.03
KNN,GaussianCopula_HYBRID,0.4639,0.4494,0.4639,0.4512,0.5384,6.2646,0.0985,0.0996
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE_HYBRID,0.5889,0.5611,0.5889,0.5585,0.6843,8.7459,0.3127,0.323
LogisticRegression,Anonymous,0.738,0.7079,0.738,0.7136,0.8606,0.6236,0.5542,0.5624
LogisticRegression,CTGAN_HYBRID,0.4917,0.2605,0.4917,0.3307,0.3889,1.1557,-0.0082,-0.0367
LogisticRegression,GaussianCopula_HYBRID,0.5527,0.553,0.5527,0.4459,0.7243,0.9547,0.1345,0.2247
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE_HYBRID,0.6348,0.5781,0.6348,0.5869,0.7737,1.4925,0.3788,0.3946
RandomForest,Anonymous,0.7613,0.7459,0.7613,0.7474,0.8696,0.823,0.5966,0.6031
RandomForest,CTGAN_HYBRID,0.4782,0.255,0.4782,0.3258,0.5168,1.1618,-0.0251,-0.0718
RandomForest,GaussianCopula_HYBRID,0.5181,0.4346,0.5181,0.4365,0.6113,0.9933,0.0989,0.1229
RandomForest,Original,0.7839,0.7716,0.7839,0.7692,0.8875,0.6238,0.6332,0.6416
RandomForest,TVAE_HYBRID,0.6333,0.6096,0.6333,0.5984,0.7724,2.1365,0.3966,0.4194
