Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.3923,0.4134,0.3923,0.4001,0.5524,21.8806,0.0966,0.0972
DecisionTree,Original,0.4496,0.4565,0.4496,0.4528,0.5858,19.8324,0.16,0.1601
KNN,Anonymous,0.4801,0.425,0.4801,0.4322,0.5836,6.6453,0.0956,0.1031
KNN,Original,0.4781,0.422,0.4781,0.4311,0.587,6.5115,0.0958,0.103
LogisticRegression,Anonymous,0.5486,0.4463,0.5486,0.4338,0.7257,1.0207,0.1637,0.2256
LogisticRegression,Original,0.5694,0.3768,0.5694,0.4522,0.7521,0.9618,0.2318,0.2893
RandomForest,Anonymous,0.5067,0.4425,0.5067,0.4571,0.6834,1.3382,0.1621,0.1731
RandomForest,Original,0.5329,0.4756,0.5329,0.4862,0.7314,1.2245,0.2171,0.2294
SVM,Anonymous,0.5302,0.3703,0.5302,0.3887,,,0.0735,0.1708
SVM,Original,0.5302,0.3703,0.5302,0.3887,,,0.0735,0.1708
