Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5,0.5402,0.5,0.5152,N/A,N/A,-0.0667,-0.0684
DecisionTree,CTGAN,0.6875,0.7063,0.6875,0.6943,N/A,N/A,0.3103,0.3133
DecisionTree,GaussianCopula,0.6042,0.5816,0.6042,0.5908,N/A,N/A,0.0256,0.0259
DecisionTree,Original,0.7188,0.7733,0.7188,0.7288,N/A,N/A,0.424,0.4475
DecisionTree,TVAE,0.6771,0.6686,0.6771,0.6722,N/A,N/A,0.2274,0.2281
KNN,Anonymous,0.6146,0.5808,0.6146,0.5929,N/A,N/A,0.0231,0.0238
KNN,CTGAN,0.6354,0.5795,0.6354,0.5933,N/A,N/A,0.0175,0.0193
KNN,GaussianCopula,0.6771,0.6381,0.6771,0.6397,N/A,N/A,0.1298,0.1431
KNN,Original,0.6146,0.5719,0.6146,0.5861,N/A,N/A,0.0034,0.0035
KNN,TVAE,0.6875,0.6316,0.6875,0.5781,N/A,N/A,0.0244,0.059
LogisticRegression,Anonymous,0.6458,0.5181,0.6458,0.555,N/A,N/A,-0.0543,-0.0812
LogisticRegression,CTGAN,0.6771,0.4704,0.6771,0.5551,N/A,N/A,-0.0206,-0.0692
LogisticRegression,GaussianCopula,0.7292,0.7224,0.7292,0.6793,N/A,N/A,0.2296,0.2851
LogisticRegression,Original,0.8229,0.8213,0.8229,0.8129,N/A,N/A,0.5512,0.5674
LogisticRegression,TVAE,0.7188,0.7117,0.7188,0.7145,N/A,N/A,0.3271,0.328
RandomForest,Anonymous,0.4479,0.5078,0.4479,0.4677,N/A,N/A,-0.1307,-0.1379
RandomForest,CTGAN,0.6771,0.4704,0.6771,0.5551,N/A,N/A,-0.0206,-0.0692
RandomForest,GaussianCopula,0.7396,0.77,0.7396,0.678,N/A,N/A,0.2337,0.3295
RandomForest,Original,0.8125,0.8078,0.8125,0.8086,N/A,N/A,0.5472,0.55
RandomForest,TVAE,0.75,0.743,0.75,0.7181,N/A,N/A,0.3191,0.3582
SVM,Anonymous,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
SVM,CTGAN,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
SVM,GaussianCopula,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
SVM,Original,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
SVM,TVAE,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
