Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.7552,0.8264,0.7552,0.7848,0.5961,8.8246,0.1396,0.1495
DecisionTree,Original,0.8315,0.8403,0.8315,0.8357,0.6192,6.0744,0.2262,0.2267
DecisionTree,TVAE,0.8629,0.8446,0.8629,0.8523,0.6042,4.9424,0.239,0.2435
KNN,CTGAN,0.8382,0.8142,0.8382,0.8252,0.5656,1.7399,0.0966,0.0986
KNN,Original,0.8779,0.8378,0.8779,0.8459,0.6105,2.1223,0.1376,0.172
KNN,TVAE,0.8812,0.8328,0.8812,0.8362,0.5573,3.3463,0.0585,0.1057
LogisticRegression,CTGAN,0.8712,0.8557,0.8712,0.8621,0.7158,0.3726,0.292,0.2967
LogisticRegression,Original,0.8944,0.8763,0.8944,0.8652,0.7584,0.3059,0.2427,0.3121
LogisticRegression,TVAE,0.8786,0.8421,0.8786,0.8496,0.6979,0.8833,0.1643,0.1969
RandomForest,CTGAN,0.8568,0.8469,0.8568,0.8515,0.7089,0.4281,0.2566,0.2578
RandomForest,Original,0.8953,0.8758,0.8953,0.8725,0.7877,0.3531,0.296,0.3436
RandomForest,TVAE,0.8913,0.8685,0.8913,0.8619,0.7311,1.5027,0.2252,0.2862
