Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5278,0.5712,0.5278,0.5436,0.4945,17.0206,-0.0099,-0.0102
DecisionTree,Original,0.7222,0.7428,0.7222,0.7291,0.7045,10.0121,0.3846,0.3892
DecisionTree,TVAE,0.7014,0.6913,0.7014,0.5965,0.5177,10.763,0.048,0.1143
KNN,CTGAN,0.5972,0.5697,0.5972,0.581,0.5534,0.6515,-0.0136,-0.0138
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,0.5,11.0133,0.0,0.0
LogisticRegression,CTGAN,0.7083,0.7202,0.7083,0.6111,0.6757,0.5879,0.078,0.1631
LogisticRegression,Original,0.8403,0.8431,0.8403,0.8294,0.788,0.4495,0.5839,0.6067
LogisticRegression,TVAE,0.6944,0.4823,0.6944,0.5692,0.5,2.8351,0.0,0.0
RandomForest,CTGAN,0.6736,0.6179,0.6736,0.6208,0.5564,0.6233,0.0714,0.0844
RandomForest,Original,0.7986,0.7935,0.7986,0.795,0.8048,0.4698,0.5099,0.5117
RandomForest,TVAE,0.6944,0.4823,0.6944,0.5692,0.5118,8.9572,0.0,0.0
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
