Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4408,0.4377,0.4408,0.4389,0.5664,20.1359,0.1267,0.1267
DecisionTree,Original,0.4474,0.454,0.4474,0.4505,0.5838,19.9133,0.1562,0.1563
KNN,Anonymous,0.4802,0.425,0.4802,0.4322,0.5838,6.6335,0.0956,0.1032
KNN,Original,0.4781,0.422,0.4781,0.4311,0.587,6.5115,0.0958,0.103
LogisticRegression,Anonymous,0.5532,0.3777,0.5532,0.4308,0.7391,1.0029,0.1667,0.2395
LogisticRegression,Original,0.5694,0.3768,0.5694,0.4522,0.7521,0.9618,0.2318,0.2893
RandomForest,Anonymous,0.5089,0.4505,0.5089,0.4632,0.7047,1.4758,0.1684,0.1786
RandomForest,Original,0.5286,0.4691,0.5286,0.4812,0.7316,1.1936,0.2099,0.2219
SVM,Anonymous,0.5302,0.3703,0.5302,0.3887,,,0.0735,0.1708
SVM,Original,0.5302,0.3703,0.5302,0.3887,,,0.0735,0.1708
