Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5898,0.6255,0.5898,0.6027,N/A,N/A,0.3581,0.3617
DecisionTree,Original,0.6915,0.6914,0.6915,0.6915,N/A,N/A,0.4985,0.4985
KNN,Anonymous,0.6689,0.6547,0.6689,0.6607,N/A,N/A,0.4516,0.4527
KNN,Original,0.5774,0.5653,0.5774,0.5703,N/A,N/A,0.3,0.3007
LogisticRegression,Anonymous,0.7424,0.7375,0.7424,0.7391,N/A,N/A,0.5763,0.5772
LogisticRegression,Original,0.7492,0.7199,0.7492,0.7239,N/A,N/A,0.5716,0.5815
RandomForest,Anonymous,0.7537,0.7322,0.7537,0.7341,N/A,N/A,0.5848,0.5911
RandomForest,Original,0.7605,0.7446,0.7605,0.746,N/A,N/A,0.5947,0.6015
SVM,Anonymous,0.4994,0.2494,0.4994,0.3327,N/A,N/A,0.0,0.0
SVM,Original,0.4994,0.2494,0.4994,0.3327,N/A,N/A,0.0,0.0
