Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.3426,0.3704,0.3426,0.3497,0.4908,23.6944,-0.0198,-0.0202
DecisionTree,Original,0.6732,0.6935,0.6732,0.6815,0.7337,11.7793,0.481,0.4826
DecisionTree,TVAE,0.5384,0.5371,0.5384,0.5172,0.6089,16.6376,0.2469,0.2603
KNN,CTGAN,0.3803,0.4037,0.3803,0.3825,0.5259,5.169,0.0275,0.0283
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE,0.5595,0.49,0.5595,0.506,0.6278,9.6825,0.2151,0.2293
LogisticRegression,CTGAN,0.4503,0.3969,0.4503,0.4041,0.5084,1.0435,0.0242,0.0257
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE,0.5919,0.5443,0.5919,0.5522,0.7113,3.0704,0.3023,0.3119
RandomForest,CTGAN,0.43,0.3946,0.43,0.3953,0.515,1.0492,0.0135,0.0141
RandomForest,Original,0.7703,0.7542,0.7703,0.753,0.8853,0.6309,0.6092,0.6182
RandomForest,TVAE,0.6559,0.6308,0.6559,0.6005,0.8012,1.554,0.4226,0.454
