Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.3788,0.3991,0.3788,0.3853,0.5088,22.3916,0.023,0.0233
DecisionTree,Original,0.6822,0.6995,0.6822,0.6895,0.7381,11.4536,0.4927,0.4939
DecisionTree,TVAE,0.6483,0.5303,0.6483,0.583,0.6524,12.675,0.3782,0.4006
KNN,CTGAN,0.3584,0.3632,0.3584,0.3457,0.4818,6.0773,-0.0382,-0.0403
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE,0.5346,0.4298,0.5346,0.4619,0.5793,11.5482,0.1397,0.1628
LogisticRegression,CTGAN,0.4495,0.3943,0.4495,0.4106,0.539,1.0449,0.082,0.0884
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE,0.4134,0.5624,0.4134,0.4409,0.5679,12.2453,0.1356,0.152
RandomForest,CTGAN,0.436,0.4681,0.436,0.3996,0.5196,1.0536,0.0517,0.0555
RandomForest,Original,0.7794,0.768,0.7794,0.7661,0.8885,0.5783,0.6263,0.6338
RandomForest,TVAE,0.6589,0.5393,0.6589,0.5907,0.7271,6.2412,0.3902,0.4185
