Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5842,0.6272,0.5842,0.6,N/A,N/A,0.3524,0.3567
DecisionTree,Original,0.687,0.6896,0.687,0.6882,N/A,N/A,0.4931,0.4932
KNN,Anonymous,0.6689,0.6544,0.6689,0.6605,N/A,N/A,0.4515,0.4526
KNN,Original,0.5774,0.5653,0.5774,0.5703,N/A,N/A,0.3,0.3007
LogisticRegression,Anonymous,0.7446,0.7406,0.7446,0.7414,N/A,N/A,0.5796,0.5809
LogisticRegression,Original,0.7492,0.7199,0.7492,0.7239,N/A,N/A,0.5716,0.5815
RandomForest,Anonymous,0.7525,0.731,0.7525,0.7359,N/A,N/A,0.5832,0.5884
RandomForest,Original,0.7661,0.7522,0.7661,0.754,N/A,N/A,0.6061,0.6116
SVM,Anonymous,0.4994,0.2494,0.4994,0.3327,N/A,N/A,0.0,0.0
SVM,Original,0.4994,0.2494,0.4994,0.3327,N/A,N/A,0.0,0.0
