Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5663,0.5553,0.5663,0.5577,0.6199,15.6334,0.2765,0.2786
DecisionTree,Original,0.6724,0.6929,0.6724,0.6809,0.7322,11.8065,0.4789,0.4805
DecisionTree,TVAE,0.6024,0.6138,0.6024,0.6062,0.6713,14.3306,0.3635,0.3649
KNN,CTGAN,0.4955,0.4596,0.4955,0.4712,0.5707,8.1423,0.1413,0.1438
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE,0.567,0.5457,0.567,0.5483,0.6878,6.0521,0.2688,0.2725
LogisticRegression,CTGAN,0.677,0.5564,0.677,0.6087,0.7715,0.8153,0.4239,0.453
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE,0.6867,0.6761,0.6867,0.677,0.8305,0.9006,0.4875,0.4912
RandomForest,CTGAN,0.6642,0.6097,0.6642,0.5968,0.7372,0.8885,0.394,0.4293
RandomForest,Original,0.7846,0.774,0.7846,0.7714,0.891,0.597,0.6349,0.643
RandomForest,TVAE,0.7033,0.6935,0.7033,0.6955,0.8387,0.9335,0.5142,0.5166
