Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5955,0.6458,0.5955,0.6133,N/A,N/A,0.3737,0.3794
DecisionTree,Original,0.6927,0.6988,0.6927,0.6956,N/A,N/A,0.5038,0.5039
KNN,Anonymous,0.6689,0.6544,0.6689,0.6605,N/A,N/A,0.4515,0.4526
KNN,Original,0.5774,0.5653,0.5774,0.5703,N/A,N/A,0.3,0.3007
LogisticRegression,Anonymous,0.7424,0.7351,0.7424,0.7379,N/A,N/A,0.5756,0.5765
LogisticRegression,Original,0.7492,0.7199,0.7492,0.7239,N/A,N/A,0.5716,0.5815
RandomForest,Anonymous,0.7514,0.7294,0.7514,0.7329,N/A,N/A,0.5823,0.5878
RandomForest,Original,0.7763,0.7656,0.7763,0.7654,N/A,N/A,0.6231,0.6291
SVM,Anonymous,0.4994,0.2494,0.4994,0.3327,N/A,N/A,0.0,0.0
SVM,Original,0.4994,0.2494,0.4994,0.3327,N/A,N/A,0.0,0.0
