Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6724,0.6725,0.6724,0.6724,0.7222,11.3413,0.4683,0.4684
DecisionTree,CTGAN_HYBRID,0.4179,0.4267,0.4179,0.4184,0.528,20.9802,0.0598,0.0604
DecisionTree,GaussianCopula_HYBRID,0.4315,0.4403,0.4315,0.4353,0.5421,20.4917,0.0878,0.088
DecisionTree,Original,0.6732,0.6959,0.6732,0.6821,0.7371,11.7793,0.4822,0.4844
DecisionTree,TVAE_HYBRID,0.5226,0.578,0.5226,0.5071,0.625,16.088,0.2588,0.2873
KNN,Anonymous,0.6965,0.6837,0.6965,0.6883,0.804,3.4723,0.4955,0.4972
KNN,CTGAN_HYBRID,0.5,0.4428,0.5,0.4006,0.5571,8.7913,0.0559,0.0804
KNN,GaussianCopula_HYBRID,0.4639,0.4494,0.4639,0.4512,0.5384,6.2646,0.0985,0.0996
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE_HYBRID,0.5971,0.5613,0.5971,0.5711,0.6864,8.647,0.3336,0.341
LogisticRegression,Anonymous,0.738,0.7079,0.738,0.7136,0.8606,0.6236,0.5542,0.5624
LogisticRegression,CTGAN_HYBRID,0.4955,0.2483,0.4955,0.3308,0.5717,1.096,-0.0062,-0.0456
LogisticRegression,GaussianCopula_HYBRID,0.5527,0.553,0.5527,0.4459,0.7243,0.9547,0.1345,0.2247
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE_HYBRID,0.6393,0.6041,0.6393,0.6128,0.7618,1.1968,0.3937,0.4
RandomForest,Anonymous,0.7568,0.7412,0.7568,0.7439,0.8709,0.7967,0.5904,0.5958
RandomForest,CTGAN_HYBRID,0.494,0.3702,0.494,0.3377,0.5973,1.0725,-0.0034,-0.0117
RandomForest,GaussianCopula_HYBRID,0.5339,0.4632,0.5339,0.4554,0.6287,0.9803,0.1296,0.1605
RandomForest,Original,0.7771,0.7616,0.7771,0.7614,0.8891,0.5988,0.622,0.6299
RandomForest,TVAE_HYBRID,0.6114,0.5941,0.6114,0.5737,0.7471,2.3293,0.367,0.4006
