Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6319,0.6343,0.6319,0.6331,0.5736,12.7751,0.1382,0.1382
DecisionTree,CTGAN,0.5556,0.5438,0.5556,0.5493,0.4636,16.0194,-0.0746,-0.0748
DecisionTree,GaussianCopula,0.7153,0.7135,0.7153,0.7143,0.6614,10.2624,0.3248,0.3248
DecisionTree,Original,0.8056,0.8015,0.8056,0.8028,0.7582,7.0085,0.5299,0.531
DecisionTree,TVAE,0.6458,0.5606,0.6458,0.5812,0.4905,12.7655,-0.0234,-0.0288
KNN,Anonymous,0.6806,0.6398,0.6806,0.6431,0.5484,2.7685,0.1247,0.1373
KNN,CTGAN,0.6389,0.5811,0.6389,0.5966,0.5453,2.2944,0.0106,0.0116
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,0.4653,3.5342,-0.0655,-0.0722
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,0.5311,6.0564,0.0,0.0
LogisticRegression,Anonymous,0.6806,0.5849,0.6806,0.5847,0.505,0.6334,0.0072,0.0126
LogisticRegression,CTGAN,0.7014,0.6913,0.7014,0.5965,0.5718,0.6181,0.048,0.1143
LogisticRegression,GaussianCopula,0.7431,0.7809,0.7431,0.6773,0.732,0.5385,0.2211,0.327
LogisticRegression,Original,0.8472,0.8588,0.8472,0.8339,0.7905,0.4473,0.5934,0.6293
LogisticRegression,TVAE,0.6875,0.6068,0.6875,0.5886,0.5825,1.5387,0.0206,0.0389
RandomForest,Anonymous,0.625,0.6154,0.625,0.6197,0.5807,1.2464,0.0933,0.0935
RandomForest,CTGAN,0.7014,0.7912,0.7014,0.5851,0.5978,0.6016,0.0313,0.1261
RandomForest,GaussianCopula,0.7361,0.7523,0.7361,0.6722,0.7019,0.5627,0.2065,0.2932
RandomForest,Original,0.8333,0.8366,0.8333,0.821,0.7948,0.4673,0.5628,0.5883
RandomForest,TVAE,0.6806,0.4793,0.6806,0.5624,0.588,1.2165,-0.0273,-0.0787
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
