Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.8216,0.8234,0.8216,0.8225,0.5679,6.2623,0.1455,0.1455
DecisionTree,CTGAN_HYBRID,0.697,0.8136,0.697,0.7432,0.5574,10.8077,0.075,0.0856
DecisionTree,GaussianCopula_HYBRID,0.8006,0.8022,0.8006,0.8014,0.5214,7.1864,0.0425,0.0425
DecisionTree,Original,0.8759,0.8765,0.8759,0.8762,0.7022,4.4721,0.4024,0.4024
DecisionTree,TVAE_HYBRID,0.8022,0.818,0.8022,0.8097,0.5661,7.059,0.1181,0.1187
KNN,Anonymous,0.8777,0.8379,0.8777,0.8462,0.6045,2.1703,0.1401,0.1737
KNN,CTGAN_HYBRID,0.7658,0.8156,0.7658,0.7879,0.5831,1.4284,0.0997,0.1035
KNN,GaussianCopula_HYBRID,0.8782,0.7957,0.8782,0.8274,0.5172,2.6991,0.002,0.0047
KNN,Original,0.8821,0.8614,0.8821,0.8678,0.753,1.5055,0.3004,0.3144
KNN,TVAE_HYBRID,0.8577,0.8261,0.8577,0.8388,0.5902,2.1342,0.142,0.1499
LogisticRegression,Anonymous,0.8829,0.8266,0.8829,0.8285,0.6895,0.3388,0.0027,0.0207
LogisticRegression,CTGAN_HYBRID,0.8288,0.817,0.8288,0.8227,0.6478,0.4496,0.1133,0.1138
LogisticRegression,GaussianCopula_HYBRID,0.8828,0.7797,0.8828,0.828,0.6297,0.3559,-0.0004,-0.0054
LogisticRegression,Original,0.9009,0.8857,0.9009,0.8866,0.8977,0.2487,0.3931,0.4191
LogisticRegression,TVAE_HYBRID,0.8685,0.8087,0.8685,0.8302,0.6582,0.4027,0.042,0.0558
RandomForest,Anonymous,0.8428,0.8169,0.8428,0.8285,0.6602,1.0972,0.108,0.1109
RandomForest,CTGAN_HYBRID,0.716,0.8148,0.716,0.7562,0.6203,0.7683,0.0838,0.0931
RandomForest,GaussianCopula_HYBRID,0.8775,0.7939,0.8775,0.827,0.5902,0.494,0.0005,0.0011
RandomForest,Original,0.9042,0.8911,0.9042,0.8925,0.9257,0.2291,0.4311,0.4514
RandomForest,TVAE_HYBRID,0.809,0.8145,0.809,0.8117,0.654,1.0987,0.1018,0.1019
