Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.686,0.6874,0.686,0.6866,0.7364,10.8527,0.4909,0.491
DecisionTree,CTGAN_HYBRID,0.3758,0.3893,0.3758,0.3767,0.4962,22.5001,-0.0041,-0.0042
DecisionTree,GaussianCopula_HYBRID,0.4345,0.4416,0.4345,0.4378,0.5441,20.3831,0.0908,0.0908
DecisionTree,Original,0.6724,0.6887,0.6724,0.6792,0.7315,11.8065,0.4771,0.4783
DecisionTree,TVAE_HYBRID,0.5896,0.6118,0.5896,0.5865,0.6703,13.9709,0.349,0.3598
KNN,Anonymous,0.6965,0.6837,0.6965,0.6883,0.804,3.4723,0.4955,0.4972
KNN,CTGAN_HYBRID,0.4857,0.4535,0.4857,0.4528,0.5679,6.3706,0.1074,0.1136
KNN,GaussianCopula_HYBRID,0.4639,0.4494,0.4639,0.4512,0.5384,6.2646,0.0985,0.0996
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE_HYBRID,0.5949,0.5752,0.5949,0.5759,0.701,7.5965,0.3323,0.3389
LogisticRegression,Anonymous,0.738,0.7079,0.738,0.7136,0.8606,0.6236,0.5542,0.5624
LogisticRegression,CTGAN_HYBRID,0.5008,0.5712,0.5008,0.3358,0.6304,1.0084,0.0035,0.0412
LogisticRegression,GaussianCopula_HYBRID,0.5527,0.553,0.5527,0.4459,0.7243,0.9547,0.1345,0.2247
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE_HYBRID,0.6627,0.6386,0.6627,0.6401,0.791,1.1102,0.4381,0.4456
RandomForest,Anonymous,0.7538,0.7371,0.7538,0.7388,0.869,0.7831,0.5835,0.59
RandomForest,CTGAN_HYBRID,0.5233,0.5214,0.5233,0.4078,0.6301,1.0027,0.0833,0.1426
RandomForest,GaussianCopula_HYBRID,0.5158,0.4132,0.5158,0.4415,0.6036,0.9942,0.105,0.1234
RandomForest,Original,0.7718,0.7572,0.7718,0.7571,0.8857,0.6066,0.6133,0.6209
RandomForest,TVAE_HYBRID,0.6453,0.6306,0.6453,0.6128,0.7879,1.9061,0.4182,0.4432
