Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.7161,0.8195,0.7161,0.7574,0.5769,10.2316,0.1007,0.1128
DecisionTree,Original,0.8339,0.8417,0.8339,0.8377,0.6222,5.9867,0.2332,0.2336
DecisionTree,TVAE,0.8755,0.8493,0.8755,0.8577,0.5945,4.488,0.2388,0.2543
KNN,CTGAN,0.8326,0.8147,0.8326,0.8231,0.5882,1.5684,0.1013,0.1023
KNN,Original,0.8779,0.8378,0.8779,0.8459,0.6105,2.1223,0.1376,0.172
KNN,TVAE,0.7579,0.8147,0.7579,0.7828,0.5971,7.5149,0.094,0.0984
LogisticRegression,CTGAN,0.8779,0.8579,0.8779,0.8649,0.7095,0.3771,0.2911,0.3016
LogisticRegression,Original,0.8944,0.8763,0.8944,0.8652,0.7584,0.3059,0.2427,0.3121
LogisticRegression,TVAE,0.8879,0.8607,0.8879,0.8597,0.7237,0.5705,0.2173,0.2661
RandomForest,CTGAN,0.8677,0.8521,0.8677,0.8586,0.7111,0.3956,0.2755,0.2797
RandomForest,Original,0.8933,0.8721,0.8933,0.8697,0.7832,0.3528,0.2802,0.3266
RandomForest,TVAE,0.8916,0.8688,0.8916,0.865,0.7241,1.4008,0.248,0.3009
