Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.504,0.5056,0.504,0.5043,N/A,N/A,0.191,0.1912
DecisionTree,GaussianCopula,0.3684,0.3601,0.3684,0.3623,N/A,N/A,-0.0304,-0.0306
DecisionTree,Original,0.6904,0.6921,0.6904,0.6912,N/A,N/A,0.4978,0.4979
DecisionTree,TVAE,0.6102,0.6081,0.6102,0.6086,N/A,N/A,0.3626,0.363
KNN,CTGAN,0.5153,0.4645,0.5153,0.4777,N/A,N/A,0.1504,0.1568
KNN,GaussianCopula,0.3672,0.3743,0.3672,0.3621,N/A,N/A,-0.0151,-0.0156
KNN,Original,0.5774,0.5653,0.5774,0.5703,N/A,N/A,0.3,0.3007
KNN,TVAE,0.5367,0.4919,0.5367,0.5078,N/A,N/A,0.21,0.2141
LogisticRegression,CTGAN,0.6384,0.5515,0.6384,0.5734,N/A,N/A,0.3444,0.3801
LogisticRegression,GaussianCopula,0.5864,0.5722,0.5864,0.5237,N/A,N/A,0.2419,0.29
LogisticRegression,Original,0.7492,0.7199,0.7492,0.7239,N/A,N/A,0.5716,0.5815
LogisticRegression,TVAE,0.6904,0.6714,0.6904,0.6787,N/A,N/A,0.486,0.4878
RandomForest,CTGAN,0.6678,0.5908,0.6678,0.6004,N/A,N/A,0.3997,0.4371
RandomForest,GaussianCopula,0.5311,0.4802,0.5311,0.4883,N/A,N/A,0.1858,0.1964
RandomForest,Original,0.7819,0.7722,0.7819,0.7706,N/A,N/A,0.6316,0.6385
RandomForest,TVAE,0.7277,0.7144,0.7277,0.7189,N/A,N/A,0.5497,0.5513
SVM,CTGAN,0.5006,0.3752,0.5006,0.3634,N/A,N/A,0.0189,0.0407
SVM,GaussianCopula,0.4994,0.2494,0.4994,0.3327,N/A,N/A,0.0,0.0
SVM,Original,0.4994,0.2494,0.4994,0.3327,N/A,N/A,0.0,0.0
SVM,TVAE,0.5006,0.3752,0.5006,0.3634,N/A,N/A,0.0189,0.0407
