Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5417,0.5584,0.5417,0.5492,0.4791,16.52,-0.0403,-0.0405
DecisionTree,Original,0.7431,0.7562,0.7431,0.7479,0.7195,9.2612,0.4204,0.4229
KNN,CTGAN,0.6181,0.5713,0.6181,0.5873,0.5245,2.5697,-0.0092,-0.0097
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
LogisticRegression,CTGAN,0.6944,0.4823,0.6944,0.5692,0.4507,0.6302,0.0,0.0
LogisticRegression,Original,0.8403,0.8431,0.8403,0.8294,0.788,0.4495,0.5839,0.6067
RandomForest,CTGAN,0.7014,0.6663,0.7014,0.6164,0.4718,0.6512,0.0797,0.1305
RandomForest,Original,0.8333,0.8294,0.8333,0.8297,0.812,0.4622,0.5917,0.5948
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
