Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4371,0.4408,0.4371,0.4387,0.57,20.233,0.1317,0.1317
DecisionTree,Original,0.4504,0.4565,0.4504,0.4532,0.5848,19.8027,0.1599,0.16
KNN,Anonymous,0.4805,0.4237,0.4805,0.4311,0.5834,6.5886,0.0946,0.1026
KNN,Original,0.4781,0.422,0.4781,0.4311,0.587,6.5115,0.0958,0.103
LogisticRegression,Anonymous,0.5515,0.3668,0.5515,0.4276,0.7103,1.0402,0.157,0.2343
LogisticRegression,Original,0.5694,0.3768,0.5694,0.4522,0.7521,0.9618,0.2318,0.2893
RandomForest,Anonymous,0.5018,0.4445,0.5018,0.4574,0.6978,1.5254,0.1546,0.1637
RandomForest,Original,0.5326,0.4755,0.5326,0.4861,0.7322,1.2088,0.2162,0.2283
SVM,Anonymous,0.5302,0.3703,0.5302,0.3887,,,0.0735,0.1708
SVM,Original,0.5302,0.3703,0.5302,0.3887,,,0.0735,0.1708
