Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5556,0.6032,0.5556,0.5713,0.5336,16.0194,0.0604,0.0626
DecisionTree,CTGAN_HYBRID,0.625,0.6202,0.625,0.6225,0.5518,13.5164,0.105,0.105
DecisionTree,GaussianCopula_HYBRID,0.6181,0.5641,0.6181,0.582,0.4895,13.7667,-0.0238,-0.0254
DecisionTree,Original,0.7153,0.7435,0.7153,0.7237,0.7059,10.2624,0.3804,0.3879
DecisionTree,TVAE_HYBRID,0.5486,0.6155,0.5486,0.5663,0.5477,16.2697,0.0824,0.088
KNN,Anonymous,0.6389,0.6055,0.6389,0.6165,0.4816,2.579,0.0659,0.0681
KNN,CTGAN_HYBRID,0.6111,0.5419,0.6111,0.5656,0.4577,2.5792,-0.0655,-0.0722
KNN,GaussianCopula_HYBRID,0.6528,0.6065,0.6528,0.6175,0.518,1.837,0.0625,0.0674
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
KNN,TVAE_HYBRID,0.6944,0.4823,0.6944,0.5692,0.4109,9.1561,0.0,0.0
LogisticRegression,Anonymous,0.4722,0.6071,0.4722,0.482,0.5434,0.7178,0.0474,0.0593
LogisticRegression,CTGAN_HYBRID,0.6944,0.6451,0.6944,0.6204,0.5352,0.6293,0.0812,0.1153
LogisticRegression,GaussianCopula_HYBRID,0.6389,0.6251,0.6389,0.6309,0.5518,0.6626,0.1153,0.1159
LogisticRegression,Original,0.8403,0.8431,0.8403,0.8294,0.788,0.4495,0.5839,0.6067
LogisticRegression,TVAE_HYBRID,0.6389,0.6,0.6389,0.6121,0.5193,0.9912,0.0526,0.055
RandomForest,Anonymous,0.5694,0.5957,0.5694,0.5801,0.5055,1.3328,0.0462,0.0467
RandomForest,CTGAN_HYBRID,0.6181,0.547,0.6181,0.5702,0.4466,0.698,-0.0543,-0.0605
RandomForest,GaussianCopula_HYBRID,0.5972,0.5413,0.5972,0.5621,0.5669,0.6541,-0.0719,-0.0762
RandomForest,Original,0.8056,0.7992,0.8056,0.7977,0.8008,0.4697,0.5107,0.5187
RandomForest,TVAE_HYBRID,0.5833,0.5989,0.5833,0.5902,0.5253,1.9556,0.0543,0.0545
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,CTGAN_HYBRID,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,GaussianCopula_HYBRID,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,TVAE_HYBRID,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
