Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5,0.5476,0.5,0.5167,N/A,N/A,-0.0492,-0.051
DecisionTree,CTGAN,0.2812,0.3735,0.2812,0.2721,N/A,N/A,-0.2349,-0.328
DecisionTree,GaussianCopula,0.6146,0.5967,0.6146,0.6041,N/A,N/A,0.0603,0.0608
DecisionTree,Original,0.7188,0.7638,0.7188,0.7284,N/A,N/A,0.4146,0.4322
DecisionTree,TVAE,0.625,0.6388,0.625,0.6309,N/A,N/A,0.1579,0.1586
KNN,Anonymous,0.6146,0.5808,0.6146,0.5929,N/A,N/A,0.0231,0.0238
KNN,CTGAN,0.6875,0.6345,0.6875,0.5937,N/A,N/A,0.0476,0.0843
KNN,GaussianCopula,0.6771,0.6381,0.6771,0.6397,N/A,N/A,0.1298,0.1431
KNN,Original,0.6146,0.5719,0.6146,0.5861,N/A,N/A,0.0034,0.0035
KNN,TVAE,0.6771,0.4704,0.6771,0.5551,N/A,N/A,-0.0206,-0.0692
LogisticRegression,Anonymous,0.6458,0.5181,0.6458,0.555,N/A,N/A,-0.0543,-0.0812
LogisticRegression,CTGAN,0.6979,0.671,0.6979,0.6141,N/A,N/A,0.0902,0.1454
LogisticRegression,GaussianCopula,0.7292,0.7224,0.7292,0.6793,N/A,N/A,0.2296,0.2851
LogisticRegression,Original,0.8229,0.8213,0.8229,0.8129,N/A,N/A,0.5512,0.5674
LogisticRegression,TVAE,0.5208,0.5995,0.5208,0.5379,N/A,N/A,0.0564,0.0619
RandomForest,Anonymous,0.4271,0.4941,0.4271,0.448,N/A,N/A,-0.1549,-0.1658
RandomForest,CTGAN,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
RandomForest,GaussianCopula,0.7396,0.7368,0.7396,0.6956,N/A,N/A,0.2674,0.3219
RandomForest,Original,0.7917,0.786,0.7917,0.7873,N/A,N/A,0.4969,0.4994
RandomForest,TVAE,0.7083,0.6907,0.7083,0.6942,N/A,N/A,0.268,0.274
SVM,Anonymous,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
SVM,CTGAN,0.6771,0.4704,0.6771,0.5551,N/A,N/A,-0.0206,-0.0692
SVM,GaussianCopula,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
SVM,Original,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
SVM,TVAE,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
