Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5053,0.506,0.5053,0.5001,0.5921,17.8318,0.2035,0.2063
DecisionTree,Original,0.6709,0.6925,0.6709,0.6798,0.7308,11.8608,0.4768,0.4785
DecisionTree,TVAE,0.5986,0.6146,0.5986,0.6014,0.6697,14.4663,0.3604,0.3643
KNN,CTGAN,0.4872,0.4439,0.4872,0.4582,0.5718,6.4261,0.1173,0.1202
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE,0.5587,0.5235,0.5587,0.5291,0.6446,7.4388,0.2557,0.2621
LogisticRegression,CTGAN,0.6642,0.5572,0.6642,0.603,0.7721,0.8772,0.4243,0.4473
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE,0.6875,0.6657,0.6875,0.6702,0.8154,0.9211,0.4822,0.4872
RandomForest,CTGAN,0.6521,0.5352,0.6521,0.5879,0.7534,0.9434,0.3899,0.4107
RandomForest,Original,0.7824,0.7703,0.7824,0.7679,0.8892,0.5967,0.6306,0.6391
RandomForest,TVAE,0.7169,0.7013,0.7169,0.7038,0.843,1.0689,0.5327,0.5368
