Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4396,0.4441,0.4396,0.4417,0.5745,20.1622,0.1396,0.1397
DecisionTree,Original,0.4468,0.4535,0.4468,0.4499,0.5847,19.9356,0.1556,0.1557
KNN,Anonymous,0.4799,0.4238,0.4799,0.4313,0.5818,6.6217,0.0947,0.1024
KNN,Original,0.4781,0.422,0.4781,0.4311,0.587,6.5115,0.0958,0.103
LogisticRegression,Anonymous,0.5504,0.3676,0.5504,0.4251,0.7117,1.043,0.1498,0.2309
LogisticRegression,Original,0.5694,0.3768,0.5694,0.4522,0.7521,0.9618,0.2318,0.2893
RandomForest,Anonymous,0.5024,0.4494,0.5024,0.4624,0.6977,1.6297,0.1621,0.17
RandomForest,Original,0.5311,0.4739,0.5311,0.4852,0.7303,1.2275,0.2155,0.2272
SVM,Anonymous,0.5302,0.3703,0.5302,0.3887,N/A,N/A,0.0735,0.1708
SVM,Original,0.5302,0.3703,0.5302,0.3887,N/A,N/A,0.0735,0.1708
