Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
KNN,Anonymous,0.6542,0.5966,0.6542,0.6069,,,0.0421,0.0478
KNN,CTGAN,0.575,0.6026,0.575,0.5859,,,0.0665,0.0674
KNN,GaussianCopula,0.6583,0.5972,0.6583,0.606,,,0.0409,0.0477
KNN,Original,0.6625,0.6241,0.6625,0.6322,,,0.1048,0.1116
KNN,TVAE,0.6875,0.5814,0.6875,0.571,,,0.002,0.0061
LogisticRegression,Anonymous,0.6542,0.5882,0.6542,0.5993,,,0.0249,0.0293
LogisticRegression,CTGAN,0.6542,0.5569,0.6542,0.5765,,,-0.0211,-0.0287
LogisticRegression,GaussianCopula,0.7125,0.7166,0.7125,0.6289,,,0.1178,0.1988
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,,,0.343,0.343
LogisticRegression,TVAE,0.5083,0.5629,0.5083,0.5262,,,-0.0225,-0.0236
RandomForest,Anonymous,0.5708,0.5724,0.5708,0.5716,,,-0.0024,-0.0024
RandomForest,CTGAN,0.5792,0.5807,0.5792,0.5799,,,0.017,0.017
RandomForest,GaussianCopula,0.6958,0.6532,0.6958,0.618,,,0.0846,0.1258
RandomForest,Original,0.8083,0.8031,0.8083,0.7988,,,0.5143,0.5261
RandomForest,TVAE,0.4417,0.5805,0.4417,0.4467,,,0.0099,0.0128
