Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.8473,0.8462,0.8473,0.8467,0.627,5.5044,0.2557,0.2557
DecisionTree,Original,0.877,0.8773,0.877,0.8772,0.7037,4.4322,0.4063,0.4063
DecisionTree,TVAE,0.8656,0.8589,0.8656,0.8621,0.6501,4.8428,0.3158,0.3165
KNN,CTGAN,0.8738,0.8454,0.8738,0.8545,0.7205,1.5373,0.2178,0.2341
KNN,Original,0.8821,0.8614,0.8821,0.8678,0.753,1.5055,0.3004,0.3144
KNN,TVAE,0.877,0.8443,0.877,0.8527,0.7246,1.6099,0.1931,0.2181
LogisticRegression,CTGAN,0.8968,0.8785,0.8968,0.8773,0.8512,0.2717,0.3301,0.3688
LogisticRegression,Original,0.9009,0.8857,0.9009,0.8866,0.8977,0.2487,0.3931,0.4191
LogisticRegression,TVAE,0.8921,0.8798,0.8921,0.8842,0.8722,0.3086,0.4044,0.4113
RandomForest,CTGAN,0.8955,0.8762,0.8955,0.875,0.8515,0.2998,0.3155,0.3556
RandomForest,Original,0.9058,0.8931,0.9058,0.8943,0.9257,0.2319,0.4403,0.4611
RandomForest,TVAE,0.8917,0.872,0.8917,0.8753,0.8682,0.3615,0.3302,0.3544
