Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6504,0.6328,0.6504,0.6396,N/A,N/A,0.1373,0.1387
DecisionTree,CTGAN,0.5447,0.5817,0.5447,0.5585,N/A,N/A,0.0194,0.0198
DecisionTree,GaussianCopula,0.5203,0.5492,0.5203,0.5323,N/A,N/A,-0.0543,-0.0551
DecisionTree,Original,0.7398,0.7635,0.7398,0.7468,N/A,N/A,0.432,0.439
DecisionTree,TVAE,0.6992,0.7398,0.6992,0.7094,N/A,N/A,0.3648,0.3776
KNN,Anonymous,0.6423,0.5912,0.6423,0.6039,N/A,N/A,0.036,0.0392
KNN,CTGAN,0.626,0.5597,0.626,0.5789,N/A,N/A,-0.025,-0.0279
KNN,GaussianCopula,0.6992,0.6639,0.6992,0.6518,N/A,N/A,0.1539,0.181
KNN,Original,0.6504,0.6226,0.6504,0.6314,N/A,N/A,0.11,0.113
KNN,TVAE,0.6748,0.5966,0.6748,0.5931,N/A,N/A,0.0257,0.0377
LogisticRegression,Anonymous,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
LogisticRegression,CTGAN,0.6504,0.5148,0.6504,0.5569,N/A,N/A,-0.0572,-0.0883
LogisticRegression,GaussianCopula,0.7236,0.7033,0.7236,0.6831,N/A,N/A,0.2293,0.2645
LogisticRegression,Original,0.8537,0.8626,0.8537,0.8427,N/A,N/A,0.6184,0.6476
LogisticRegression,TVAE,0.6423,0.6267,0.6423,0.633,N/A,N/A,0.124,0.1249
RandomForest,Anonymous,0.5935,0.5449,0.5935,0.5631,N/A,N/A,-0.06,-0.0628
RandomForest,CTGAN,0.6423,0.5073,0.6423,0.5525,N/A,N/A,-0.0717,-0.105
RandomForest,GaussianCopula,0.7073,0.6783,0.7073,0.6506,N/A,N/A,0.1546,0.1953
RandomForest,Original,0.8374,0.8427,0.8374,0.8252,N/A,N/A,0.576,0.6032
RandomForest,TVAE,0.748,0.7363,0.748,0.7186,N/A,N/A,0.3151,0.3471
SVM,Anonymous,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,CTGAN,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,GaussianCopula,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,Original,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,TVAE,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
