Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.7548,0.8243,0.7548,0.784,0.5898,8.8365,0.1314,0.1403
DecisionTree,Original,0.8325,0.84,0.8325,0.8361,0.6177,6.0385,0.2251,0.2254
DecisionTree,TVAE,0.8716,0.844,0.8716,0.8535,0.5858,4.6275,0.2164,0.2302
KNN,CTGAN,0.8408,0.8172,0.8408,0.8279,0.5848,1.6627,0.1104,0.1127
KNN,Original,0.8779,0.8378,0.8779,0.8459,0.6105,2.1223,0.1376,0.172
KNN,TVAE,0.882,0.8365,0.882,0.8368,0.5631,3.3411,0.0615,0.1133
LogisticRegression,CTGAN,0.875,0.8586,0.875,0.8651,0.7174,0.3677,0.3032,0.3094
LogisticRegression,Original,0.8944,0.8763,0.8944,0.8652,0.7584,0.3059,0.2427,0.3121
LogisticRegression,TVAE,0.8788,0.8431,0.8788,0.8504,0.6942,0.8936,0.1697,0.202
RandomForest,CTGAN,0.8588,0.8473,0.8588,0.8525,0.711,0.437,0.2578,0.2595
RandomForest,Original,0.8926,0.8708,0.8926,0.869,0.7869,0.3603,0.2766,0.3219
RandomForest,TVAE,0.8916,0.8689,0.8916,0.8638,0.7211,1.6837,0.239,0.2957
