Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6732,0.6787,0.6732,0.6757,0.7285,11.2347,0.4729,0.4731
DecisionTree,CTGAN,0.5015,0.5246,0.5015,0.5108,0.5944,17.9675,0.2112,0.2124
DecisionTree,CTGAN_HYBRID,0.3742,0.4055,0.3742,0.3845,0.5168,22.5544,0.032,0.0326
DecisionTree,GaussianCopula,0.5045,0.5087,0.5045,0.5054,0.5874,17.859,0.195,0.1955
DecisionTree,GaussianCopula_HYBRID,0.448,0.438,0.448,0.4421,0.5395,19.8946,0.0907,0.091
DecisionTree,Original,0.6717,0.6917,0.6717,0.68,0.7311,11.8336,0.4773,0.4788
DecisionTree,TVAE,0.6227,0.6136,0.6227,0.6163,0.675,13.5978,0.3827,0.384
DecisionTree,TVAE_HYBRID,0.6258,0.6168,0.6258,0.6207,0.6758,13.4892,0.3833,0.3838
KNN,Anonymous,0.6928,0.6801,0.6928,0.6848,0.8016,3.5803,0.4898,0.4913
KNN,CTGAN,0.4413,0.4259,0.4413,0.4312,0.5483,5.4886,0.0825,0.0832
KNN,CTGAN_HYBRID,0.43,0.4664,0.43,0.4431,0.5725,3.9373,0.1173,0.119
KNN,GaussianCopula,0.4066,0.4105,0.4066,0.4055,0.509,5.9577,0.0425,0.0429
KNN,GaussianCopula_HYBRID,0.427,0.4082,0.427,0.4158,0.5361,5.0038,0.04,0.0403
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE,0.5542,0.5198,0.5542,0.516,0.6464,7.4997,0.2243,0.2326
KNN,TVAE_HYBRID,0.6122,0.5955,0.6122,0.5675,0.7026,7.6662,0.3285,0.3416
LogisticRegression,Anonymous,0.7395,0.7115,0.7395,0.7167,0.8597,0.6294,0.5569,0.5649
LogisticRegression,CTGAN,0.6702,0.6278,0.6702,0.6082,0.765,0.8179,0.4227,0.4439
LogisticRegression,CTGAN_HYBRID,0.4992,0.435,0.4992,0.4161,0.6138,1.0245,0.0685,0.0876
LogisticRegression,GaussianCopula,0.5663,0.531,0.5663,0.5214,0.6882,0.9612,0.2266,0.2475
LogisticRegression,GaussianCopula_HYBRID,0.5422,0.4941,0.5422,0.4291,0.6868,0.9645,0.1103,0.1928
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE,0.6732,0.6497,0.6732,0.6448,0.7642,1.5156,0.4505,0.4606
LogisticRegression,TVAE_HYBRID,0.6468,0.5979,0.6468,0.5946,0.7518,1.6198,0.3966,0.4147
RandomForest,Anonymous,0.7515,0.7325,0.7515,0.7363,0.8696,0.8514,0.5808,0.5863
RandomForest,CTGAN,0.6348,0.5674,0.6348,0.5818,0.7264,0.8529,0.3726,0.3883
RandomForest,CTGAN_HYBRID,0.4586,0.432,0.4586,0.4304,0.6163,1.0189,0.0877,0.0916
RandomForest,GaussianCopula,0.5964,0.5542,0.5964,0.5304,0.6816,0.9484,0.257,0.3058
RandomForest,GaussianCopula_HYBRID,0.5377,0.4972,0.5377,0.4679,0.6442,0.9957,0.1489,0.1719
RandomForest,Original,0.7771,0.7633,0.7771,0.7603,0.8921,0.5929,0.6206,0.6299
RandomForest,TVAE,0.7048,0.6776,0.7048,0.6573,0.8392,0.8999,0.4972,0.5164
RandomForest,TVAE_HYBRID,0.7003,0.6574,0.7003,0.6644,0.8082,1.7103,0.4936,0.505
