Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.8211,0.8241,0.8211,0.8226,0.5714,6.3793,0.1487,0.1487
DecisionTree,CTGAN,0.7389,0.8102,0.7389,0.7697,0.5488,9.4105,0.0717,0.0764
DecisionTree,CTGAN_HYBRID,0.8056,0.7968,0.8056,0.8011,0.5077,7.0073,0.0164,0.0164
DecisionTree,GaussianCopula,0.8029,0.8148,0.8029,0.8087,0.5547,7.1027,0.1029,0.1032
DecisionTree,GaussianCopula_HYBRID,0.812,0.802,0.812,0.8069,0.5197,6.7759,0.0414,0.0415
DecisionTree,Original,0.8761,0.8756,0.8761,0.8759,0.6982,4.4641,0.3981,0.3981
DecisionTree,TVAE,0.7979,0.8723,0.7979,0.8246,0.7314,7.2861,0.3211,0.3503
KNN,Anonymous,0.8766,0.8357,0.8766,0.8451,0.6087,2.1283,0.1344,0.166
KNN,CTGAN,0.8226,0.7969,0.8226,0.8091,0.5215,1.4825,0.0165,0.0168
KNN,CTGAN_HYBRID,0.8785,0.8029,0.8785,0.8285,0.5018,2.6913,0.0093,0.0207
KNN,GaussianCopula,0.8768,0.8121,0.8768,0.831,0.6078,2.0795,0.0299,0.0521
KNN,GaussianCopula_HYBRID,0.8761,0.794,0.8761,0.8267,0.5136,2.7491,0.0007,0.0015
KNN,Original,0.8821,0.8614,0.8821,0.8678,0.7531,1.5054,0.3004,0.3144
KNN,TVAE,0.8382,0.8512,0.8382,0.8443,0.6872,3.8231,0.2772,0.2786
LogisticRegression,Anonymous,0.8829,0.8266,0.8829,0.8285,0.6901,0.3386,0.0027,0.0207
LogisticRegression,CTGAN,0.8879,0.8673,0.8879,0.8458,0.6958,0.3722,0.1147,0.2025
LogisticRegression,CTGAN_HYBRID,0.883,0.7797,0.883,0.8281,0.5149,0.3648,0.0,0.0
LogisticRegression,GaussianCopula,0.8823,0.8316,0.8823,0.8317,0.8735,0.2997,0.0254,0.0685
LogisticRegression,GaussianCopula_HYBRID,0.8828,0.7797,0.8828,0.828,0.6336,0.355,-0.0004,-0.0054
LogisticRegression,Original,0.9009,0.8857,0.9009,0.8866,0.8977,0.2487,0.3931,0.4191
LogisticRegression,TVAE,0.859,0.8904,0.859,0.871,0.8746,0.6816,0.4426,0.4558
RandomForest,Anonymous,0.8661,0.8327,0.8661,0.8447,0.6791,0.8858,0.1627,0.176
RandomForest,CTGAN,0.8839,0.8523,0.8839,0.8333,0.6812,0.3752,0.0341,0.0987
RandomForest,CTGAN_HYBRID,0.8682,0.7886,0.8682,0.8231,0.5239,0.8696,-0.0097,-0.0149
RandomForest,GaussianCopula,0.8831,0.8968,0.8831,0.8284,0.7993,0.3062,0.0017,0.0289
RandomForest,GaussianCopula_HYBRID,0.8764,0.7828,0.8764,0.8252,0.5991,0.6653,-0.0099,-0.0225
RandomForest,Original,0.9049,0.8918,0.9049,0.893,0.9256,0.2253,0.4322,0.4538
RandomForest,TVAE,0.886,0.8735,0.886,0.8783,0.8717,0.3233,0.3769,0.3824
