Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.591,0.6254,0.591,0.603,N/A,N/A,0.3591,0.3628
DecisionTree,CTGAN,0.4655,0.5066,0.4655,0.4816,N/A,N/A,0.1687,0.171
DecisionTree,GaussianCopula,0.3887,0.385,0.3887,0.3856,N/A,N/A,0.0047,0.0048
DecisionTree,Original,0.6915,0.6945,0.6915,0.6929,N/A,N/A,0.5,0.5001
DecisionTree,TVAE,0.6011,0.6293,0.6011,0.6084,N/A,N/A,0.3723,0.3772
KNN,Anonymous,0.6689,0.6544,0.6689,0.6605,N/A,N/A,0.4515,0.4526
KNN,CTGAN,0.4825,0.4946,0.4825,0.4854,N/A,N/A,0.1743,0.1757
KNN,GaussianCopula,0.3672,0.3743,0.3672,0.3621,N/A,N/A,-0.0151,-0.0156
KNN,Original,0.5774,0.5653,0.5774,0.5703,N/A,N/A,0.3,0.3007
KNN,TVAE,0.5322,0.5021,0.5322,0.512,N/A,N/A,0.2047,0.2076
LogisticRegression,Anonymous,0.7469,0.7427,0.7469,0.7439,N/A,N/A,0.5838,0.5848
LogisticRegression,CTGAN,0.5977,0.5356,0.5977,0.562,N/A,N/A,0.316,0.322
LogisticRegression,GaussianCopula,0.5864,0.5722,0.5864,0.5237,N/A,N/A,0.2419,0.29
LogisticRegression,Original,0.7492,0.7199,0.7492,0.7239,N/A,N/A,0.5716,0.5815
LogisticRegression,TVAE,0.6791,0.6556,0.6791,0.6639,N/A,N/A,0.4655,0.4682
RandomForest,Anonymous,0.7503,0.7278,0.7503,0.7299,N/A,N/A,0.5792,0.5856
RandomForest,CTGAN,0.6,0.5786,0.6,0.5855,N/A,N/A,0.3427,0.3456
RandomForest,GaussianCopula,0.5379,0.4843,0.5379,0.4919,N/A,N/A,0.1927,0.2052
RandomForest,Original,0.7797,0.7679,0.7797,0.7669,N/A,N/A,0.6274,0.6344
RandomForest,TVAE,0.687,0.6817,0.687,0.677,N/A,N/A,0.4886,0.4946
SVM,Anonymous,0.4994,0.2494,0.4994,0.3327,N/A,N/A,0.0,0.0
SVM,CTGAN,0.4881,0.3693,0.4881,0.3799,N/A,N/A,0.014,0.0214
SVM,GaussianCopula,0.4994,0.2494,0.4994,0.3327,N/A,N/A,0.0,0.0
SVM,Original,0.4994,0.2494,0.4994,0.3327,N/A,N/A,0.0,0.0
SVM,TVAE,0.5006,0.3752,0.5006,0.3634,N/A,N/A,0.0189,0.0407
