Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.45,0.5293,0.45,0.4707,N/A,N/A,-0.0861,-0.0945
DecisionTree,Original,0.7125,0.7205,0.7125,0.7159,N/A,N/A,0.3432,0.3439
DecisionTree,TVAE,0.6125,0.56,0.6125,0.5777,N/A,N/A,-0.0278,-0.0296
KNN,CTGAN,0.5792,0.5744,0.5792,0.5767,N/A,N/A,0.0021,0.0021
KNN,Original,0.6625,0.6241,0.6625,0.6322,N/A,N/A,0.1048,0.1116
KNN,TVAE,0.6917,0.4784,0.6917,0.5656,N/A,N/A,0.0,0.0
LogisticRegression,CTGAN,0.65,0.6526,0.65,0.6513,N/A,N/A,0.1855,0.1856
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,N/A,N/A,0.343,0.343
LogisticRegression,TVAE,0.6333,0.5886,0.6333,0.6019,N/A,N/A,0.0315,0.0334
RandomForest,CTGAN,0.5875,0.5332,0.5875,0.5538,N/A,N/A,-0.0849,-0.0896
RandomForest,Original,0.8042,0.7994,0.8042,0.7925,N/A,N/A,0.4976,0.5134
RandomForest,TVAE,0.6042,0.5583,0.6042,0.5749,N/A,N/A,-0.0324,-0.0339
