Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.3762,0.4383,0.3762,0.3978,,,0.0131,0.0135
DecisionTree,GaussianCopula,0.4018,0.4214,0.4018,0.4107,,,-0.0127,-0.0127
DecisionTree,Original,0.4485,0.4629,0.4485,0.4552,,,0.0562,0.0563
DecisionTree,TVAE,0.4158,0.4353,0.4158,0.4236,,,0.0097,0.0098
KNN,CTGAN,0.2361,0.0558,0.2361,0.0902,,,0.0,0.0
KNN,GaussianCopula,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
KNN,Original,0.5141,0.4927,0.5141,0.5012,,,0.111,0.1116
KNN,TVAE,0.1637,0.0268,0.1637,0.046,,,0.0,0.0
LogisticRegression,CTGAN,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
LogisticRegression,GaussianCopula,0.2361,0.0558,0.2361,0.0902,,,0.0,0.0
LogisticRegression,Original,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
LogisticRegression,TVAE,0.2361,0.0558,0.2361,0.0902,,,0.0,0.0
RandomForest,CTGAN,0.575,0.4562,0.575,0.4742,,,0.0454,0.0643
RandomForest,GaussianCopula,0.5863,0.4523,0.5863,0.4403,,,0.0019,0.0079
RandomForest,Original,0.5786,0.4759,0.5786,0.4811,,,0.0594,0.0825
RandomForest,TVAE,0.5553,0.4458,0.5553,0.4682,,,0.0293,0.0372
SVM,CTGAN,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,GaussianCopula,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,Original,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,TVAE,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
