Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
KNN,Anonymous,0.6542,0.5966,0.6542,0.6069,,,0.0421,0.0478
KNN,CTGAN,0.6625,0.5465,0.6625,0.5704,,,-0.0255,-0.0402
KNN,GaussianCopula,0.6583,0.5972,0.6583,0.606,,,0.0409,0.0477
KNN,Original,0.6625,0.6241,0.6625,0.6322,,,0.1048,0.1116
KNN,TVAE,0.6917,0.4784,0.6917,0.5656,,,0.0,0.0
LogisticRegression,Anonymous,0.6542,0.5882,0.6542,0.5993,,,0.0249,0.0293
LogisticRegression,CTGAN,0.6917,0.4784,0.6917,0.5656,,,0.0,0.0
LogisticRegression,GaussianCopula,0.7125,0.7166,0.7125,0.6289,,,0.1178,0.1988
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,,,0.343,0.343
LogisticRegression,TVAE,0.5417,0.5612,0.5417,0.5503,,,-0.0284,-0.0285
RandomForest,Anonymous,0.55,0.5566,0.55,0.5532,,,-0.0395,-0.0395
RandomForest,CTGAN,0.6917,0.4784,0.6917,0.5656,,,0.0,0.0
RandomForest,GaussianCopula,0.7042,0.6715,0.7042,0.6461,,,0.1427,0.1811
RandomForest,Original,0.8208,0.8168,0.8208,0.8125,,,0.5478,0.559
RandomForest,TVAE,0.525,0.5699,0.525,0.5409,,,-0.008,-0.0082
