Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5797,0.6279,0.5797,0.5975,N/A,N/A,0.3481,0.3529
DecisionTree,Original,0.687,0.6932,0.687,0.6899,N/A,N/A,0.4941,0.4943
KNN,Anonymous,0.6757,0.6599,0.6757,0.6663,N/A,N/A,0.4614,0.4629
KNN,Original,0.5774,0.5653,0.5774,0.5703,N/A,N/A,0.3,0.3007
LogisticRegression,Anonymous,0.7435,0.7395,0.7435,0.7405,N/A,N/A,0.5783,0.5793
LogisticRegression,Original,0.7469,0.7179,0.7469,0.7214,N/A,N/A,0.5676,0.5775
RandomForest,Anonymous,0.739,0.7167,0.739,0.72,N/A,N/A,0.5613,0.5669
RandomForest,Original,0.7627,0.7489,0.7627,0.751,N/A,N/A,0.6008,0.606
SVM,Anonymous,0.4994,0.2494,0.4994,0.3327,N/A,N/A,0.0,0.0
SVM,Original,0.4994,0.2494,0.4994,0.3327,N/A,N/A,0.0,0.0
