Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.4792,0.5542,0.4792,0.499,,,-0.0383,-0.0417
DecisionTree,GaussianCopula,0.5917,0.6341,0.5917,0.6053,,,0.1335,0.1378
DecisionTree,Original,0.7083,0.7176,0.7083,0.7122,,,0.3361,0.337
DecisionTree,TVAE,0.4667,0.5685,0.4667,0.4835,,,-0.0087,-0.01
KNN,CTGAN,0.5583,0.5927,0.5583,0.5712,,,0.0433,0.0442
KNN,GaussianCopula,0.6375,0.5293,0.6375,0.5613,,,-0.0603,-0.079
KNN,Original,0.6625,0.6241,0.6625,0.6322,,,0.1048,0.1116
KNN,TVAE,0.6583,0.5831,0.6583,0.5935,,,0.0144,0.018
LogisticRegression,CTGAN,0.4208,0.6091,0.4208,0.4021,,,0.0357,0.0546
LogisticRegression,GaussianCopula,0.7167,0.7257,0.7167,0.6368,,,0.1349,0.2194
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,,,0.343,0.343
LogisticRegression,TVAE,0.5125,0.5685,0.5125,0.5304,,,-0.0105,-0.011
RandomForest,CTGAN,0.5167,0.6074,0.5167,0.534,,,0.0633,0.0709
RandomForest,GaussianCopula,0.6833,0.6288,0.6833,0.619,,,0.078,0.1006
RandomForest,Original,0.7792,0.7701,0.7792,0.7689,,,0.4426,0.4517
RandomForest,TVAE,0.4375,0.5655,0.4375,0.4462,,,-0.0119,-0.0149
