Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6389,0.6389,0.6389,0.6389,0.5766,12.7703,0.1491,0.1491
DecisionTree,CTGAN_HYBRID,0.4167,0.5104,0.4167,0.4373,0.4273,21.0255,-0.1183,-0.1348
DecisionTree,GaussianCopula_HYBRID,0.5208,0.5113,0.5208,0.5159,0.4259,17.2709,-0.1511,-0.1513
DecisionTree,Original,0.7986,0.7974,0.7986,0.798,0.7595,7.2588,0.5224,0.5225
KNN,Anonymous,0.6806,0.6398,0.6806,0.6431,0.5484,2.7685,0.1247,0.1373
KNN,CTGAN_HYBRID,0.5833,0.5938,0.5833,0.5881,0.5228,0.9252,0.0426,0.0426
KNN,GaussianCopula_HYBRID,0.5625,0.5201,0.5625,0.5379,0.3894,2.6541,-0.1239,-0.1274
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
LogisticRegression,Anonymous,0.6806,0.5849,0.6806,0.5847,0.505,0.6334,0.0072,0.0126
LogisticRegression,CTGAN_HYBRID,0.6528,0.6065,0.6528,0.6175,0.5255,0.648,0.0625,0.0674
LogisticRegression,GaussianCopula_HYBRID,0.6944,0.6369,0.6944,0.5815,0.452,0.664,0.0174,0.0501
LogisticRegression,Original,0.8472,0.8588,0.8472,0.8339,0.7905,0.4473,0.5934,0.6293
RandomForest,Anonymous,0.6319,0.6249,0.6319,0.6282,0.5603,0.8502,0.1158,0.116
RandomForest,CTGAN_HYBRID,0.4514,0.5445,0.4514,0.4713,0.4456,0.847,-0.0572,-0.0648
RandomForest,GaussianCopula_HYBRID,0.5625,0.5278,0.5625,0.5427,0.4222,1.046,-0.1085,-0.1106
RandomForest,Original,0.8403,0.8473,0.8403,0.8274,0.805,0.4643,0.578,0.6083
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,CTGAN_HYBRID,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,GaussianCopula_HYBRID,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
