Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4268,0.4205,0.4268,0.4234,,,-0.0153,-0.0153
DecisionTree,Original,0.4235,0.4216,0.4235,0.4223,,,-0.0129,-0.013
KNN,Anonymous,0.5173,0.4963,0.5173,0.5046,,,0.1174,0.1181
KNN,Original,0.5173,0.497,0.5173,0.505,,,0.1183,0.1189
LogisticRegression,Anonymous,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
LogisticRegression,Original,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
RandomForest,Anonymous,0.5691,0.4099,0.5691,0.439,,,-0.0121,-0.0246
RandomForest,Original,0.5663,0.4255,0.5663,0.4453,,,-0.0052,-0.0091
SVM,Anonymous,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,Original,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
