Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4359,0.439,0.4359,0.4374,0.5681,20.3195,0.1305,0.1305
DecisionTree,Original,0.4505,0.4571,0.4505,0.4535,0.5873,19.8027,0.1612,0.1613
KNN,Anonymous,0.4805,0.4252,0.4805,0.4322,0.5825,6.6596,0.0953,0.1031
KNN,Original,0.4781,0.422,0.4781,0.4311,0.587,6.5115,0.0958,0.103
LogisticRegression,Anonymous,0.5455,0.3962,0.5455,0.4233,0.7339,1.0414,0.1455,0.2169
LogisticRegression,Original,0.5694,0.3768,0.5694,0.4522,0.7521,0.9618,0.2318,0.2893
RandomForest,Anonymous,0.5013,0.4425,0.5013,0.4566,0.701,1.4548,0.1556,0.1647
RandomForest,Original,0.5341,0.4753,0.5341,0.486,0.7331,1.1822,0.2184,0.2312
SVM,Anonymous,0.5302,0.3703,0.5302,0.3887,N/A,N/A,0.0735,0.1708
SVM,Original,0.5302,0.3703,0.5302,0.3887,N/A,N/A,0.0735,0.1708
