Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4117,0.4236,0.4117,0.4172,,,-0.0098,-0.0098
DecisionTree,Original,0.4209,0.4206,0.4209,0.4206,,,-0.0147,-0.0147
KNN,Anonymous,0.5173,0.4963,0.5173,0.5047,,,0.1175,0.1181
KNN,Original,0.5173,0.497,0.5173,0.505,,,0.1183,0.1189
LogisticRegression,Anonymous,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
LogisticRegression,Original,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
RandomForest,Anonymous,0.5662,0.4069,0.5662,0.4386,,,-0.0152,-0.0293
RandomForest,Original,0.565,0.4201,0.565,0.4454,,,-0.0054,-0.0093
SVM,Anonymous,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,Original,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
