Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4688,0.5137,0.4688,0.4858,,,-0.124,-0.1278
DecisionTree,CTGAN,0.3333,0.4464,0.3333,0.3278,,,-0.1532,-0.2101
DecisionTree,GaussianCopula,0.5938,0.566,0.5938,0.5772,,,-0.0097,-0.0099
DecisionTree,Original,0.7188,0.7733,0.7188,0.7288,,,0.424,0.4475
DecisionTree,TVAE,0.7292,0.7122,0.7292,0.7116,,,0.3067,0.3182
KNN,Anonymous,0.6146,0.5808,0.6146,0.5929,,,0.0231,0.0238
KNN,CTGAN,0.6875,0.6345,0.6875,0.5937,,,0.0476,0.0843
KNN,GaussianCopula,0.6771,0.6381,0.6771,0.6397,,,0.1298,0.1431
KNN,Original,0.6146,0.5719,0.6146,0.5861,,,0.0034,0.0035
KNN,TVAE,0.6771,0.4704,0.6771,0.5551,,,-0.0206,-0.0692
LogisticRegression,Anonymous,0.6458,0.5181,0.6458,0.555,,,-0.0543,-0.0812
LogisticRegression,CTGAN,0.6979,0.671,0.6979,0.6141,,,0.0902,0.1454
LogisticRegression,GaussianCopula,0.7292,0.7224,0.7292,0.6793,,,0.2296,0.2851
LogisticRegression,Original,0.8229,0.8213,0.8229,0.8129,,,0.5512,0.5674
LogisticRegression,TVAE,0.5208,0.5995,0.5208,0.5379,,,0.0564,0.0619
RandomForest,Anonymous,0.4583,0.5073,0.4583,0.4764,,,-0.1366,-0.1416
RandomForest,CTGAN,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
RandomForest,GaussianCopula,0.7083,0.6875,0.7083,0.6447,,,0.1515,0.2033
RandomForest,Original,0.8333,0.8355,0.8333,0.8225,,,0.5733,0.5949
RandomForest,TVAE,0.6667,0.6667,0.6667,0.6667,,,0.2242,0.2242
SVM,Anonymous,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
SVM,CTGAN,0.6771,0.4704,0.6771,0.5551,,,-0.0206,-0.0692
SVM,GaussianCopula,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
SVM,Original,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
SVM,TVAE,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
