Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.424,0.4348,0.424,0.4287,0.5694,20.7296,0.1281,0.1283
DecisionTree,CTGAN_HYBRID,0.3619,0.406,0.3619,0.3725,0.537,23.0009,0.0621,0.0638
DecisionTree,GaussianCopula_HYBRID,0.3802,0.3743,0.3802,0.3757,0.5132,22.3405,0.033,0.0331
DecisionTree,Original,0.4533,0.4594,0.4533,0.4561,0.5897,19.7031,0.1652,0.1653
DecisionTree,TVAE_HYBRID,0.4285,0.393,0.4285,0.4012,0.5323,20.599,0.0693,0.0711
KNN,Anonymous,0.4799,0.4247,0.4799,0.4319,0.5833,6.6424,0.0949,0.1025
KNN,CTGAN_HYBRID,0.3966,0.4103,0.3966,0.375,0.5439,7.5683,0.0356,0.0372
KNN,GaussianCopula_HYBRID,0.4759,0.365,0.4759,0.3702,0.5041,8.9971,0.0061,0.0085
KNN,Original,0.4781,0.422,0.4781,0.4311,0.587,6.5115,0.0958,0.103
KNN,TVAE_HYBRID,0.509,0.4055,0.509,0.3973,0.5342,9.8746,0.0654,0.0986
LogisticRegression,Anonymous,0.5538,0.3662,0.5538,0.432,0.7313,1.0108,0.1709,0.2417
LogisticRegression,CTGAN_HYBRID,0.4339,0.492,0.4339,0.4106,0.6857,1.156,0.1018,0.1052
LogisticRegression,GaussianCopula_HYBRID,0.5172,0.3834,0.5172,0.3698,0.6332,1.1255,0.0411,0.1046
LogisticRegression,Original,0.5694,0.3768,0.5694,0.4522,0.7521,0.9618,0.2318,0.2893
LogisticRegression,TVAE_HYBRID,0.4723,0.4067,0.4723,0.412,0.6158,1.7916,0.0653,0.0724
RandomForest,Anonymous,0.5055,0.444,0.5055,0.4585,0.6869,1.3514,0.1641,0.174
RandomForest,CTGAN_HYBRID,0.41,0.4452,0.41,0.3953,0.6452,1.3644,0.0736,0.0763
RandomForest,GaussianCopula_HYBRID,0.5059,0.4825,0.5059,0.3595,0.5887,1.1708,0.0198,0.0457
RandomForest,Original,0.5288,0.47,0.5288,0.482,0.7305,1.2009,0.2106,0.2224
RandomForest,TVAE_HYBRID,0.5271,0.4327,0.5271,0.4224,0.6274,4.3536,0.1266,0.1685
SVM,Anonymous,0.5302,0.3703,0.5302,0.3887,N/A,N/A,0.0735,0.1708
SVM,CTGAN_HYBRID,0.2683,0.3821,0.2683,0.1388,N/A,N/A,0.0164,0.0526
SVM,GaussianCopula_HYBRID,0.5062,0.2562,0.5062,0.3402,N/A,N/A,0.0,0.0
SVM,Original,0.5302,0.3703,0.5302,0.3887,N/A,N/A,0.0735,0.1708
SVM,TVAE_HYBRID,0.5178,0.3705,0.5178,0.3653,N/A,N/A,0.0351,0.1182
