Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5083,0.5884,0.5083,0.5268,N/A,N/A,0.0291,0.0319
DecisionTree,Original,0.7083,0.7282,0.7083,0.7152,N/A,N/A,0.3548,0.3588
DecisionTree,TVAE,0.5875,0.5381,0.5875,0.557,N/A,N/A,-0.0759,-0.0794
KNN,CTGAN,0.7042,0.6855,0.7042,0.6181,N/A,N/A,0.0923,0.1557
KNN,Original,0.6625,0.6241,0.6625,0.6322,N/A,N/A,0.1048,0.1116
KNN,TVAE,0.6917,0.4784,0.6917,0.5656,N/A,N/A,0.0,0.0
LogisticRegression,CTGAN,0.6917,0.4784,0.6917,0.5656,N/A,N/A,0.0,0.0
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,N/A,N/A,0.343,0.343
LogisticRegression,TVAE,0.6875,0.4775,0.6875,0.5636,N/A,N/A,-0.0083,-0.0432
RandomForest,CTGAN,0.6917,0.4784,0.6917,0.5656,N/A,N/A,0.0,0.0
RandomForest,Original,0.8042,0.7986,0.8042,0.7938,N/A,N/A,0.5017,0.5146
RandomForest,TVAE,0.6917,0.4784,0.6917,0.5656,N/A,N/A,0.0,0.0
