Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.6111,0.6308,0.6111,0.6192,N/A,N/A,0.128,0.129
DecisionTree,GaussianCopula,0.7153,0.7135,0.7153,0.7143,N/A,N/A,0.3248,0.3248
DecisionTree,Original,0.7708,0.7756,0.7708,0.7729,N/A,N/A,0.4701,0.4707
DecisionTree,TVAE,0.5278,0.5556,0.5278,0.5394,N/A,N/A,-0.0462,-0.0467
KNN,CTGAN,0.6806,0.6359,0.6806,0.6378,N/A,N/A,0.1116,0.1259
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,N/A,N/A,-0.0655,-0.0722
KNN,Original,0.6597,0.6276,0.6597,0.6366,N/A,N/A,0.1136,0.118
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
LogisticRegression,CTGAN,0.6875,0.6297,0.6875,0.6159,N/A,N/A,0.0679,0.093
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,N/A,N/A,0.4896,0.4922
LogisticRegression,Original,0.7361,0.7516,0.7361,0.7416,N/A,N/A,0.4083,0.4115
LogisticRegression,TVAE,0.6319,0.5582,0.6319,0.5794,N/A,N/A,-0.0314,-0.0359
RandomForest,CTGAN,0.6806,0.6166,0.6806,0.6113,N/A,N/A,0.0548,0.0727
RandomForest,GaussianCopula,0.7639,0.753,0.7639,0.7433,N/A,N/A,0.3717,0.3941
RandomForest,Original,0.8264,0.8219,0.8264,0.8202,N/A,N/A,0.5661,0.5731
RandomForest,TVAE,0.5972,0.5634,0.5972,0.5768,N/A,N/A,-0.0276,-0.0282
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
