Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.8391,0.8206,0.8391,0.8292,0.5575,5.7993,0.1288,0.1303
DecisionTree,Original,0.8296,0.8391,0.8296,0.8342,0.6165,6.1421,0.2203,0.2209
DecisionTree,TVAE,0.8639,0.8364,0.8639,0.847,0.5769,4.9065,0.1893,0.1985
KNN,CTGAN,0.8761,0.8196,0.8761,0.8343,0.5733,2.6569,0.055,0.0835
KNN,Original,0.8779,0.8378,0.8779,0.8459,0.6105,2.1223,0.1376,0.172
KNN,TVAE,0.8233,0.8181,0.8233,0.8207,0.6138,2.7047,0.1195,0.1196
LogisticRegression,CTGAN,0.8935,0.8735,0.8935,0.8653,0.7298,0.3268,0.2455,0.3085
LogisticRegression,Original,0.8944,0.8763,0.8944,0.8652,0.7584,0.3059,0.2427,0.3121
LogisticRegression,TVAE,0.8862,0.856,0.8862,0.8537,0.7364,0.461,0.176,0.231
RandomForest,CTGAN,0.8924,0.873,0.8924,0.8604,0.6924,0.4659,0.2111,0.2851
RandomForest,Original,0.8919,0.8695,0.8919,0.8689,0.7823,0.3694,0.2775,0.3197
RandomForest,TVAE,0.8867,0.8571,0.8867,0.8535,0.7304,1.4227,0.1731,0.231
