Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.4583,0.5215,0.4583,0.478,N/A,N/A,-0.1005,-0.1068
DecisionTree,GaussianCopula,0.5938,0.612,0.5938,0.6014,N/A,N/A,0.0957,0.0963
DecisionTree,Original,0.7083,0.7583,0.7083,0.7186,N/A,N/A,0.3978,0.4172
DecisionTree,TVAE,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
KNN,CTGAN,0.5521,0.52,0.5521,0.5338,N/A,N/A,-0.1133,-0.1152
KNN,GaussianCopula,0.6042,0.5732,0.6042,0.585,N/A,N/A,0.0065,0.0067
KNN,Original,0.6146,0.5719,0.6146,0.5861,N/A,N/A,0.0034,0.0035
KNN,TVAE,0.7083,0.6972,0.7083,0.6335,N/A,N/A,0.1318,0.1973
LogisticRegression,CTGAN,0.375,0.4792,0.375,0.3873,N/A,N/A,-0.1429,-0.1741
LogisticRegression,GaussianCopula,0.6771,0.6129,0.6771,0.6007,N/A,N/A,0.0498,0.0702
LogisticRegression,Original,0.8229,0.8213,0.8229,0.8129,N/A,N/A,0.5512,0.5674
LogisticRegression,TVAE,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
RandomForest,CTGAN,0.5312,0.4846,0.5312,0.5048,N/A,N/A,-0.1881,-0.1937
RandomForest,GaussianCopula,0.6979,0.6636,0.6979,0.6373,N/A,N/A,0.1311,0.1687
RandomForest,Original,0.8125,0.8073,0.8125,0.8062,N/A,N/A,0.5385,0.5449
RandomForest,TVAE,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
SVM,CTGAN,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
SVM,GaussianCopula,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
SVM,Original,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
SVM,TVAE,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
