Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6423,0.6267,0.6423,0.633,N/A,N/A,0.124,0.1249
DecisionTree,CTGAN,0.6016,0.6656,0.6016,0.6167,N/A,N/A,0.1907,0.2033
DecisionTree,GaussianCopula,0.5854,0.5943,0.5854,0.5895,N/A,N/A,0.0497,0.0498
DecisionTree,Original,0.7561,0.7686,0.7561,0.7606,N/A,N/A,0.4527,0.4554
DecisionTree,TVAE,0.748,0.7358,0.748,0.7374,N/A,N/A,0.3684,0.3747
KNN,Anonymous,0.6423,0.5912,0.6423,0.6039,N/A,N/A,0.036,0.0392
KNN,CTGAN,0.4959,0.5524,0.4959,0.5144,N/A,N/A,-0.0438,-0.046
KNN,GaussianCopula,0.6992,0.6639,0.6992,0.6518,N/A,N/A,0.1539,0.181
KNN,Original,0.6504,0.6226,0.6504,0.6314,N/A,N/A,0.11,0.113
KNN,TVAE,0.6911,0.6388,0.6911,0.6032,N/A,N/A,0.0569,0.0936
LogisticRegression,Anonymous,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
LogisticRegression,CTGAN,0.6179,0.6551,0.6179,0.63,N/A,N/A,0.1824,0.1873
LogisticRegression,GaussianCopula,0.7236,0.7033,0.7236,0.6831,N/A,N/A,0.2293,0.2645
LogisticRegression,Original,0.8537,0.8626,0.8537,0.8427,N/A,N/A,0.6184,0.6476
LogisticRegression,TVAE,0.6992,0.6627,0.6992,0.6447,N/A,N/A,0.1389,0.1708
RandomForest,Anonymous,0.6098,0.5648,0.6098,0.5805,N/A,N/A,-0.0176,-0.0184
RandomForest,CTGAN,0.6016,0.6275,0.6016,0.6116,N/A,N/A,0.1244,0.126
RandomForest,GaussianCopula,0.7317,0.7434,0.7317,0.6685,N/A,N/A,0.2036,0.2851
RandomForest,Original,0.8374,0.8427,0.8374,0.8252,N/A,N/A,0.576,0.6032
RandomForest,TVAE,0.7642,0.7718,0.7642,0.7271,N/A,N/A,0.3369,0.3961
SVM,Anonymous,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,CTGAN,0.6829,0.4758,0.6829,0.5609,N/A,N/A,-0.0161,-0.0605
SVM,GaussianCopula,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,Original,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,TVAE,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
