Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
KNN,Anonymous,0.6542,0.5966,0.6542,0.6069,N/A,N/A,0.0421,0.0478
KNN,CTGAN,0.575,0.6026,0.575,0.5859,N/A,N/A,0.0665,0.0674
KNN,GaussianCopula,0.6583,0.5972,0.6583,0.606,N/A,N/A,0.0409,0.0477
KNN,Original,0.6625,0.6241,0.6625,0.6322,N/A,N/A,0.1048,0.1116
KNN,TVAE,0.6875,0.5814,0.6875,0.571,N/A,N/A,0.002,0.0061
LogisticRegression,Anonymous,0.6542,0.5882,0.6542,0.5993,N/A,N/A,0.0249,0.0293
LogisticRegression,CTGAN,0.6542,0.5569,0.6542,0.5765,N/A,N/A,-0.0211,-0.0287
LogisticRegression,GaussianCopula,0.7125,0.7166,0.7125,0.6289,N/A,N/A,0.1178,0.1988
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,N/A,N/A,0.343,0.343
LogisticRegression,TVAE,0.5083,0.5629,0.5083,0.5262,N/A,N/A,-0.0225,-0.0236
RandomForest,Anonymous,0.5542,0.5655,0.5542,0.5594,N/A,N/A,-0.0186,-0.0186
RandomForest,CTGAN,0.5542,0.5841,0.5542,0.566,N/A,N/A,0.0242,0.0245
RandomForest,GaussianCopula,0.6917,0.6446,0.6917,0.6247,N/A,N/A,0.0939,0.1251
RandomForest,Original,0.8042,0.8004,0.8042,0.7911,N/A,N/A,0.4934,0.5124
RandomForest,TVAE,0.4125,0.5566,0.4125,0.4116,N/A,N/A,-0.0216,-0.0293
