Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6056,0.6444,0.6056,0.6202,,,0.384,0.3879
DecisionTree,Original,0.6915,0.6964,0.6915,0.6938,,,0.502,0.5021
KNN,Anonymous,0.6689,0.6544,0.6689,0.6605,,,0.4515,0.4526
KNN,Original,0.5774,0.5653,0.5774,0.5703,,,0.3,0.3007
LogisticRegression,Anonymous,0.7446,0.742,0.7446,0.7422,,,0.5804,0.5815
LogisticRegression,Original,0.7492,0.7199,0.7492,0.7239,,,0.5716,0.5815
RandomForest,Anonymous,0.7638,0.7444,0.7638,0.7471,,,0.6022,0.6078
RandomForest,Original,0.7774,0.7637,0.7774,0.7587,,,0.6197,0.6306
SVM,Anonymous,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,Original,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
