Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
KNN,Anonymous,0.6757,0.6599,0.6757,0.6663,N/A,N/A,0.4614,0.4629
KNN,CTGAN,0.5096,0.4688,0.5096,0.4774,N/A,N/A,0.1657,0.1706
KNN,GaussianCopula,0.4124,0.3823,0.4124,0.393,N/A,N/A,0.0088,0.009
KNN,Original,0.5774,0.5653,0.5774,0.5703,N/A,N/A,0.3,0.3007
KNN,TVAE,0.5333,0.5144,0.5333,0.5149,N/A,N/A,0.2111,0.2142
RandomForest,Anonymous,0.7469,0.7243,0.7469,0.7272,N/A,N/A,0.5731,0.5792
RandomForest,CTGAN,0.6701,0.55,0.6701,0.601,N/A,N/A,0.4088,0.4401
RandomForest,GaussianCopula,0.5955,0.5256,0.5955,0.5453,N/A,N/A,0.2843,0.3001
RandomForest,Original,0.7661,0.7493,0.7661,0.7481,N/A,N/A,0.6019,0.6109
RandomForest,TVAE,0.7073,0.692,0.7073,0.6955,N/A,N/A,0.516,0.519
