Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6642,0.6895,0.6642,0.6743,0.7271,12.105,0.4692,0.4716
DecisionTree,CTGAN_HYBRID,0.4059,0.4563,0.4059,0.4156,0.5484,21.4145,0.0984,0.1022
DecisionTree,GaussianCopula_HYBRID,0.448,0.443,0.448,0.4452,0.5422,19.8946,0.097,0.0971
DecisionTree,Original,0.6755,0.6973,0.6755,0.6844,0.7336,11.6979,0.4832,0.485
DecisionTree,TVAE_HYBRID,0.5979,0.6187,0.5979,0.5981,0.6709,14.4935,0.3644,0.3719
KNN,Anonymous,0.6393,0.6235,0.6393,0.6249,0.7279,4.3533,0.3885,0.3945
KNN,CTGAN_HYBRID,0.3434,0.4085,0.3434,0.2936,0.5439,5.8247,0.0257,0.0335
KNN,GaussianCopula_HYBRID,0.4443,0.4135,0.4443,0.4263,0.5206,6.326,0.0629,0.0636
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE_HYBRID,0.5527,0.5303,0.5527,0.5327,0.6583,6.4112,0.2558,0.2605
LogisticRegression,Anonymous,0.7598,0.7403,0.7598,0.7346,0.8565,0.6627,0.5861,0.6004
LogisticRegression,CTGAN_HYBRID,0.573,0.5477,0.573,0.5348,0.6762,1.0547,0.3069,0.3326
LogisticRegression,GaussianCopula_HYBRID,0.5587,0.5111,0.5587,0.4832,0.72,0.9395,0.1757,0.2183
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE_HYBRID,0.5761,0.578,0.5761,0.5296,0.7793,2.2203,0.3198,0.3855
RandomForest,Anonymous,0.7741,0.7594,0.7741,0.7596,0.8857,0.5866,0.6177,0.6247
RandomForest,CTGAN_HYBRID,0.4872,0.4957,0.4872,0.4604,0.6427,1.006,0.1863,0.2047
RandomForest,GaussianCopula_HYBRID,0.567,0.5116,0.567,0.4953,0.6637,0.9593,0.1977,0.2373
RandomForest,Original,0.7824,0.7711,0.7824,0.769,0.889,0.6007,0.6313,0.639
RandomForest,TVAE_HYBRID,0.6694,0.6632,0.6694,0.6456,0.8081,0.8539,0.4573,0.4754
