Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.68,0.6907,0.68,0.6848,0.733,11.5351,0.4863,0.4868
DecisionTree,CTGAN_HYBRID,0.4887,0.5401,0.4887,0.4964,0.6098,18.4289,0.2155,0.2239
DecisionTree,GaussianCopula_HYBRID,0.4014,0.4168,0.4014,0.4076,0.5189,21.5773,0.0466,0.0468
DecisionTree,Original,0.6852,0.7035,0.6852,0.6929,0.7399,11.3451,0.4976,0.4989
DecisionTree,TVAE_HYBRID,0.5753,0.6022,0.5753,0.5756,0.6548,15.3077,0.3294,0.3388
KNN,Anonymous,0.5851,0.5576,0.5851,0.5651,0.6751,5.4152,0.2923,0.2974
KNN,CTGAN_HYBRID,0.4563,0.3907,0.4563,0.4066,0.5298,8.5775,0.0246,0.0268
KNN,GaussianCopula_HYBRID,0.3931,0.3857,0.3931,0.3874,0.4821,6.416,0.005,0.0051
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE_HYBRID,0.558,0.5163,0.558,0.5247,0.6584,6.4461,0.2551,0.2631
LogisticRegression,Anonymous,0.744,0.7184,0.744,0.7192,0.84,0.8529,0.5644,0.5732
LogisticRegression,CTGAN_HYBRID,0.631,0.5851,0.631,0.5843,0.7225,0.9679,0.3403,0.3672
LogisticRegression,GaussianCopula_HYBRID,0.5708,0.5275,0.5708,0.4913,0.6465,1.0298,0.2027,0.2555
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE_HYBRID,0.6461,0.6503,0.6461,0.6036,0.7663,1.8064,0.4166,0.4524
RandomForest,Anonymous,0.7741,0.759,0.7741,0.7578,0.8799,0.5996,0.6165,0.6246
RandomForest,CTGAN_HYBRID,0.634,0.5609,0.634,0.5726,0.7065,0.9,0.3363,0.3719
RandomForest,GaussianCopula_HYBRID,0.5346,0.4378,0.5346,0.4523,0.5962,0.9968,0.1275,0.1599
RandomForest,Original,0.7839,0.7717,0.7839,0.7693,0.8898,0.5736,0.6335,0.6414
RandomForest,TVAE_HYBRID,0.6544,0.6143,0.6544,0.6093,0.8089,1.0202,0.4278,0.4589
