Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5125,0.5811,0.5125,0.5311,,,0.0156,0.0167
DecisionTree,Original,0.7167,0.7283,0.7167,0.7212,,,0.3597,0.3613
DecisionTree,TVAE,0.4917,0.5715,0.4917,0.5108,,,-0.0038,-0.0042
KNN,CTGAN,0.575,0.551,0.575,0.5614,,,-0.0515,-0.0521
KNN,Original,0.6625,0.6241,0.6625,0.6322,,,0.1048,0.1116
KNN,TVAE,0.6917,0.4784,0.6917,0.5656,,,0.0,0.0
LogisticRegression,CTGAN,0.5833,0.6168,0.5833,0.5955,,,0.0975,0.0995
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,,,0.343,0.343
LogisticRegression,TVAE,0.6208,0.5823,0.6208,0.5956,,,0.0192,0.02
RandomForest,CTGAN,0.5125,0.5069,0.5125,0.5096,,,-0.1559,-0.156
RandomForest,Original,0.8042,0.7994,0.8042,0.7925,,,0.4976,0.5134
RandomForest,TVAE,0.6375,0.5845,0.6375,0.5986,,,0.0219,0.0238
