Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6423,0.6214,0.6423,0.6293,N/A,N/A,0.1105,0.1119
DecisionTree,CTGAN,0.5122,0.5743,0.5122,0.5305,N/A,N/A,0.0027,0.0029
DecisionTree,GaussianCopula,0.5285,0.56,0.5285,0.5411,N/A,N/A,-0.0294,-0.0299
DecisionTree,Original,0.6667,0.7084,0.6667,0.678,N/A,N/A,0.2962,0.3065
DecisionTree,TVAE,0.7724,0.7693,0.7724,0.7706,N/A,N/A,0.459,0.4593
KNN,Anonymous,0.6423,0.5912,0.6423,0.6039,N/A,N/A,0.036,0.0392
KNN,CTGAN,0.5772,0.5952,0.5772,0.585,N/A,N/A,0.0513,0.0516
KNN,GaussianCopula,0.6992,0.6639,0.6992,0.6518,N/A,N/A,0.1539,0.181
KNN,Original,0.6504,0.6226,0.6504,0.6314,N/A,N/A,0.11,0.113
KNN,TVAE,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
LogisticRegression,Anonymous,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
LogisticRegression,CTGAN,0.6667,0.6503,0.6667,0.6563,N/A,N/A,0.1775,0.1792
LogisticRegression,GaussianCopula,0.7236,0.7033,0.7236,0.6831,N/A,N/A,0.2293,0.2645
LogisticRegression,Original,0.8537,0.8626,0.8537,0.8427,N/A,N/A,0.6184,0.6476
LogisticRegression,TVAE,0.6911,0.664,0.6911,0.6679,N/A,N/A,0.1944,0.2036
RandomForest,Anonymous,0.5935,0.5534,0.5935,0.5688,N/A,N/A,-0.0431,-0.0445
RandomForest,CTGAN,0.6748,0.6399,0.6748,0.6454,N/A,N/A,0.1381,0.1471
RandomForest,GaussianCopula,0.6829,0.6279,0.6829,0.6173,N/A,N/A,0.0759,0.0988
RandomForest,Original,0.8293,0.8307,0.8293,0.8177,N/A,N/A,0.5584,0.5805
RandomForest,TVAE,0.7642,0.7718,0.7642,0.7271,N/A,N/A,0.3369,0.3961
SVM,Anonymous,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,CTGAN,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,GaussianCopula,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,Original,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,TVAE,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
