Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5,0.5476,0.5,0.5167,N/A,N/A,-0.0492,-0.051
DecisionTree,CTGAN,0.5208,0.5754,0.5208,0.5377,N/A,N/A,0.0108,0.0113
DecisionTree,GaussianCopula,0.5729,0.569,0.5729,0.5709,N/A,N/A,-0.0031,-0.0031
DecisionTree,Original,0.7188,0.7638,0.7188,0.7284,N/A,N/A,0.4146,0.4322
DecisionTree,TVAE,0.6458,0.6202,0.6458,0.6287,N/A,N/A,0.1111,0.1136
KNN,Anonymous,0.6146,0.5808,0.6146,0.5929,N/A,N/A,0.0231,0.0238
KNN,CTGAN,0.6458,0.5789,0.6458,0.5912,N/A,N/A,0.0145,0.017
KNN,GaussianCopula,0.6771,0.6381,0.6771,0.6397,N/A,N/A,0.1298,0.1431
KNN,Original,0.6146,0.5719,0.6146,0.5861,N/A,N/A,0.0034,0.0035
KNN,TVAE,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
LogisticRegression,Anonymous,0.6458,0.5181,0.6458,0.555,N/A,N/A,-0.0543,-0.0812
LogisticRegression,CTGAN,0.6458,0.4633,0.6458,0.5396,N/A,N/A,-0.0794,-0.1406
LogisticRegression,GaussianCopula,0.7292,0.7224,0.7292,0.6793,N/A,N/A,0.2296,0.2851
LogisticRegression,Original,0.8229,0.8213,0.8229,0.8129,N/A,N/A,0.5512,0.5674
LogisticRegression,TVAE,0.6771,0.601,0.6771,0.5875,N/A,N/A,0.0275,0.0442
RandomForest,Anonymous,0.4271,0.4941,0.4271,0.448,N/A,N/A,-0.1549,-0.1658
RandomForest,CTGAN,0.6875,0.6316,0.6875,0.5781,N/A,N/A,0.0244,0.059
RandomForest,GaussianCopula,0.7083,0.6972,0.7083,0.6335,N/A,N/A,0.1318,0.1973
RandomForest,Original,0.7812,0.7741,0.7812,0.7753,N/A,N/A,0.4667,0.4705
RandomForest,TVAE,0.625,0.5888,0.625,0.6007,N/A,N/A,0.04,0.0415
SVM,Anonymous,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
SVM,CTGAN,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
SVM,GaussianCopula,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
SVM,Original,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
SVM,TVAE,0.6771,0.4704,0.6771,0.5551,N/A,N/A,-0.0206,-0.0692
