Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5,0.5402,0.5,0.5152,,,-0.0667,-0.0684
DecisionTree,CTGAN,0.6042,0.6042,0.6042,0.6042,,,0.0788,0.0788
DecisionTree,GaussianCopula,0.6354,0.612,0.6354,0.6205,,,0.0939,0.0954
DecisionTree,Original,0.7188,0.7638,0.7188,0.7284,,,0.4146,0.4322
DecisionTree,TVAE,0.5729,0.6067,0.5729,0.5851,,,0.0812,0.0829
KNN,Anonymous,0.6146,0.5808,0.6146,0.5929,,,0.0231,0.0238
KNN,CTGAN,0.6875,0.6345,0.6875,0.5937,,,0.0476,0.0843
KNN,GaussianCopula,0.6771,0.6381,0.6771,0.6397,,,0.1298,0.1431
KNN,Original,0.6146,0.5719,0.6146,0.5861,,,0.0034,0.0035
KNN,TVAE,0.6771,0.4704,0.6771,0.5551,,,-0.0206,-0.0692
LogisticRegression,Anonymous,0.6458,0.5181,0.6458,0.555,,,-0.0543,-0.0812
LogisticRegression,CTGAN,0.6979,0.671,0.6979,0.6141,,,0.0902,0.1454
LogisticRegression,GaussianCopula,0.7292,0.7224,0.7292,0.6793,,,0.2296,0.2851
LogisticRegression,Original,0.8229,0.8213,0.8229,0.8129,,,0.5512,0.5674
LogisticRegression,TVAE,0.5208,0.5995,0.5208,0.5379,,,0.0564,0.0619
RandomForest,Anonymous,0.4271,0.4805,0.4271,0.4468,,,-0.1924,-0.2005
RandomForest,CTGAN,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
RandomForest,GaussianCopula,0.7188,0.7411,0.7188,0.6407,,,0.1529,0.2465
RandomForest,Original,0.8021,0.8004,0.8021,0.8012,,,0.5352,0.5353
RandomForest,TVAE,0.7188,0.7163,0.7188,0.7174,,,0.3394,0.3396
SVM,Anonymous,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
SVM,CTGAN,0.6771,0.4704,0.6771,0.5551,,,-0.0206,-0.0692
SVM,GaussianCopula,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
SVM,Original,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
SVM,TVAE,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
