Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5,0.5476,0.5,0.5167,N/A,N/A,-0.0492,-0.051
DecisionTree,CTGAN,0.5104,0.6315,0.5104,0.5213,N/A,N/A,0.0983,0.1183
DecisionTree,GaussianCopula,0.5938,0.5745,0.5938,0.5827,N/A,N/A,0.0095,0.0096
DecisionTree,Original,0.7188,0.7638,0.7188,0.7284,N/A,N/A,0.4146,0.4322
DecisionTree,TVAE,0.4583,0.5589,0.4583,0.4738,N/A,N/A,-0.0196,-0.0228
KNN,Anonymous,0.6146,0.5808,0.6146,0.5929,N/A,N/A,0.0231,0.0238
KNN,CTGAN,0.5625,0.5263,0.5625,0.5413,N/A,N/A,-0.098,-0.1003
KNN,GaussianCopula,0.6042,0.5732,0.6042,0.585,N/A,N/A,0.0065,0.0067
KNN,Original,0.6146,0.5719,0.6146,0.5861,N/A,N/A,0.0034,0.0035
KNN,TVAE,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
LogisticRegression,Anonymous,0.6458,0.5181,0.6458,0.555,N/A,N/A,-0.0543,-0.0812
LogisticRegression,CTGAN,0.3958,0.4468,0.3958,0.416,N/A,N/A,-0.2678,-0.2775
LogisticRegression,GaussianCopula,0.6771,0.6129,0.6771,0.6007,N/A,N/A,0.0498,0.0702
LogisticRegression,Original,0.8229,0.8213,0.8229,0.8129,N/A,N/A,0.5512,0.5674
LogisticRegression,TVAE,0.6979,0.6888,0.6979,0.6,N/A,N/A,0.0683,0.1372
RandomForest,Anonymous,0.4688,0.521,0.4688,0.487,N/A,N/A,-0.1057,-0.1102
RandomForest,CTGAN,0.6458,0.5469,0.6458,0.5686,N/A,N/A,-0.0303,-0.0407
RandomForest,GaussianCopula,0.6771,0.6209,0.6771,0.6123,N/A,N/A,0.0712,0.0916
RandomForest,Original,0.8125,0.8078,0.8125,0.8086,N/A,N/A,0.5472,0.55
RandomForest,TVAE,0.6146,0.5178,0.6146,0.5495,N/A,N/A,-0.0842,-0.1014
