Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.7073,0.6924,0.7073,0.6967,,,0.2722,0.2758
DecisionTree,Original,0.6179,0.6613,0.6179,0.6309,,,0.1932,0.1999
KNN,Anonymous,0.6341,0.584,0.6341,0.5981,,,0.0223,0.024
KNN,Original,0.6504,0.6226,0.6504,0.6314,,,0.11,0.113
LogisticRegression,Anonymous,0.6748,0.474,0.6748,0.5569,,,-0.0319,-0.086
LogisticRegression,Original,0.8618,0.876,0.8618,0.8504,,,0.6367,0.6721
RandomForest,Anonymous,0.6504,0.6115,0.6504,0.6216,,,0.081,0.0855
RandomForest,Original,0.8374,0.8357,0.8374,0.8296,,,0.5893,0.6021
SVM,Anonymous,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
SVM,Original,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
