Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4177,0.4215,0.4177,0.4189,,,-0.0134,-0.0134
DecisionTree,Original,0.4249,0.4232,0.4249,0.4238,,,-0.0101,-0.0101
KNN,Anonymous,0.5173,0.4963,0.5173,0.5047,,,0.1175,0.1181
KNN,Original,0.5173,0.497,0.5173,0.505,,,0.1183,0.1189
LogisticRegression,Anonymous,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
LogisticRegression,Original,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
RandomForest,Anonymous,0.5694,0.4036,0.5694,0.4381,,,-0.0132,-0.0276
RandomForest,Original,0.5641,0.4214,0.5641,0.4454,,,-0.0059,-0.0099
SVM,Anonymous,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,Original,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
